t	integral	norm	uniform_integral	uniform_norm	time
-1	0.0167586	0.0022868	0.00587249	0.000688938	90960
-0.997337	0.0152024	0.00172227	0.00587249	0.000688938	16987
-0.994674	0.0158282	0.00179683	0.00587249	0.000688938	17221
-0.992011	0.0160193	0.00182072	0.00587249	0.000688938	16894
-0.989348	0.0160587	0.00182681	0.00587249	0.000688938	18084
-0.986684	0.0160278	0.00182457	0.00587249	0.000688938	17415
-0.984021	0.0159598	0.00181789	0.00587249	0.000688938	17317
-0.981358	0.0158708	0.00180868	0.00587249	0.000688938	17425
-0.978695	0.0157697	0.00179797	0.00587249	0.000688938	18657
-0.976032	0.0156616	0.00178637	0.00587249	0.000688938	17835
-0.973369	0.0155496	0.00177425	0.00587249	0.000688938	17468
-0.970706	0.0154358	0.00176187	0.00587249	0.000688938	17228
-0.968043	0.0153214	0.00174937	0.00587249	0.000688938	17025
-0.965379	0.0152073	0.00173686	0.00587249	0.000688938	17230
-0.962716	0.0150941	0.00172443	0.00587249	0.000688938	17366
-0.960053	0.0149823	0.00171211	0.00587249	0.000688938	17297
-0.95739	0.014872	0.00169994	0.00587249	0.000688938	16985
-0.954727	0.0147634	0.00168795	0.00587249	0.000688938	17301
-0.952064	0.0146567	0.00167614	0.00587249	0.000688938	17141
-0.949401	0.014552	0.00166454	0.00587249	0.000688938	17898
-0.946738	0.0144491	0.00165313	0.00587249	0.000688938	19663
-0.944075	0.0143483	0.00164194	0.00587249	0.000688938	17397
-0.941411	0.0142493	0.00163095	0.00587249	0.000688938	17600
-0.938748	0.0141523	0.00162017	0.00587249	0.000688938	17197
-0.936085	0.0140572	0.00160959	0.00587249	0.000688938	17397
-0.933422	0.0139639	0.00159921	0.00587249	0.000688938	17342
-0.930759	0.0138725	0.00158903	0.00587249	0.000688938	17679
-0.928096	0.0137828	0.00157903	0.00587249	0.000688938	17064
-0.925433	0.0136948	0.00156923	0.00587249	0.000688938	17585
-0.92277	0.0136086	0.00155961	0.00587249	0.000688938	17377
-0.920107	0.0135239	0.00155017	0.00587249	0.000688938	18593
-0.917443	0.0134408	0.0015409	0.00587249	0.000688938	18115
-0.91478	0.0133593	0.00153179	0.00587249	0.000688938	17856
-0.912117	0.0132793	0.00152286	0.00587249	0.000688938	17924
-0.909454	0.0132007	0.00151408	0.00587249	0.000688938	17446
-0.906791	0.0131236	0.00150546	0.00587249	0.000688938	18732
-0.904128	0.0130478	0.00149699	0.00587249	0.000688938	17165
-0.901465	0.0129733	0.00148866	0.00587249	0.000688938	17369
-0.898802	0.0129002	0.00148048	0.00587249	0.000688938	17521
-0.896138	0.0128282	0.00147243	0.00587249	0.000688938	17611
-0.893475	0.0127576	0.00146453	0.00587249	0.000688938	18182
-0.890812	0.0126881	0.00145675	0.00587249	0.000688938	19186
-0.888149	0.0126197	0.0014491	0.00587249	0.000688938	20439
-0.885486	0.0125525	0.00144157	0.00587249	0.000688938	18313
-0.882823	0.0124863	0.00143416	0.00587249	0.000688938	17446
-0.88016	0.0124213	0.00142687	0.00587249	0.000688938	17344
-0.877497	0.0123572	0.0014197	0.00587249	0.000688938	17545
-0.874834	0.0122942	0.00141264	0.00587249	0.000688938	17675
-0.87217	0.0122321	0.00140568	0.00587249	0.000688938	18563
-0.869507	0.012171	0.00139883	0.00587249	0.000688938	18498
-0.866844	0.0121108	0.00139208	0.00587249	0.000688938	19894
-0.864181	0.0120515	0.00138544	0.00587249	0.000688938	17335
-0.861518	0.0119931	0.00137889	0.00587249	0.000688938	17908
-0.858855	0.0119355	0.00137243	0.00587249	0.000688938	19005
-0.856192	0.0118788	0.00136607	0.00587249	0.000688938	17749
-0.853529	0.0118229	0.0013598	0.00587249	0.000688938	17748
-0.850866	0.0117678	0.00135362	0.00587249	0.000688938	17497
-0.848202	0.0117135	0.00134752	0.00587249	0.000688938	17152
-0.845539	0.0116599	0.00134151	0.00587249	0.000688938	17220
-0.842876	0.011607	0.00133558	0.00587249	0.000688938	17569
-0.840213	0.0115549	0.00132972	0.00587249	0.000688938	17171
-0.83755	0.0115035	0.00132395	0.00587249	0.000688938	18337
-0.834887	0.0114528	0.00131826	0.00587249	0.000688938	17251
-0.832224	0.0114027	0.00131264	0.00587249	0.000688938	18066
-0.829561	0.0113533	0.00130709	0.00587249	0.000688938	18128
-0.826897	0.0113045	0.00130161	0.00587249	0.000688938	18075
-0.824234	0.0112564	0.00129621	0.00587249	0.000688938	18275
-0.821571	0.0112089	0.00129087	0.00587249	0.000688938	17398
-0.818908	0.0111619	0.0012856	0.00587249	0.000688938	17716
-0.816245	0.0111156	0.00128039	0.00587249	0.000688938	17457
-0.813582	0.0110698	0.00127525	0.00587249	0.000688938	17433
-0.810919	0.0110246	0.00127017	0.00587249	0.000688938	16935
-0.808256	0.01098	0.00126515	0.00587249	0.000688938	17416
-0.805593	0.0109359	0.0012602	0.00587249	0.000688938	17599
-0.802929	0.0108923	0.0012553	0.00587249	0.000688938	19005
-0.800266	0.0108492	0.00125046	0.00587249	0.000688938	17848
-0.797603	0.0108067	0.00124567	0.00587249	0.000688938	17410
-0.79494	0.0107646	0.00124094	0.00587249	0.000688938	17882
-0.792277	0.010723	0.00123627	0.00587249	0.000688938	18184
-0.789614	0.0106819	0.00123165	0.00587249	0.000688938	20531
-0.786951	0.0106413	0.00122708	0.00587249	0.000688938	18167
-0.784288	0.0106011	0.00122256	0.00587249	0.000688938	17960
-0.781625	0.0105614	0.00121809	0.00587249	0.000688938	17265
-0.778961	0.0105221	0.00121368	0.00587249	0.000688938	17410
-0.776298	0.0104832	0.00120931	0.00587249	0.000688938	17445
-0.773635	0.0104448	0.00120498	0.00587249	0.000688938	18322
-0.770972	0.0104068	0.00120071	0.00587249	0.000688938	18879
-0.768309	0.0103692	0.00119648	0.00587249	0.000688938	18021
-0.765646	0.010332	0.00119229	0.00587249	0.000688938	17340
-0.762983	0.0102952	0.00118815	0.00587249	0.000688938	17194
-0.76032	0.0102587	0.00118405	0.00587249	0.000688938	17175
-0.757656	0.0102227	0.00118	0.00587249	0.000688938	17279
-0.754993	0.010187	0.00117598	0.00587249	0.000688938	17614
-0.75233	0.0101517	0.00117201	0.00587249	0.000688938	17761
-0.749667	0.0101168	0.00116808	0.00587249	0.000688938	17161
-0.747004	0.0100822	0.00116419	0.00587249	0.000688938	17801
-0.744341	0.010048	0.00116033	0.00587249	0.000688938	21358
-0.741678	0.0100141	0.00115652	0.00587249	0.000688938	17914
-0.739015	0.00998049	0.00115274	0.00587249	0.000688938	17793
-0.736352	0.00994726	0.001149	0.00587249	0.000688938	17322
-0.733688	0.00991435	0.0011453	0.00587249	0.000688938	17284
-0.731025	0.00988177	0.00114163	0.00587249	0.000688938	17980
-0.728362	0.00984949	0.00113799	0.00587249	0.000688938	17428
-0.725699	0.00981753	0.00113439	0.00587249	0.000688938	17251
-0.723036	0.00978587	0.00113083	0.00587249	0.000688938	17892
-0.720373	0.00975451	0.0011273	0.00587249	0.000688938	17706
-0.71771	0.00972344	0.0011238	0.00587249	0.000688938	17429
-0.715047	0.00969267	0.00112034	0.00587249	0.000688938	19516
-0.712383	0.00966218	0.0011169	0.00587249	0.000688938	17539
-0.70972	0.00963197	0.0011135	0.00587249	0.000688938	17718
-0.707057	0.00960204	0.00111013	0.00587249	0.000688938	17380
-0.704394	0.00957238	0.00110679	0.00587249	0.000688938	18117
-0.701731	0.00954299	0.00110348	0.00587249	0.000688938	18113
-0.699068	0.00951386	0.0011002	0.00587249	0.000688938	17775
-0.696405	0.00948499	0.00109695	0.00587249	0.000688938	17803
-0.693742	0.00945638	0.00109372	0.00587249	0.000688938	17522
-0.691079	0.00942802	0.00109053	0.00587249	0.000688938	17898
-0.688415	0.00939991	0.00108736	0.00587249	0.000688938	17214
-0.685752	0.00937205	0.00108422	0.00587249	0.000688938	19277
-0.683089	0.00934442	0.00108111	0.00587249	0.000688938	17981
-0.680426	0.00931704	0.00107802	0.00587249	0.000688938	17636
-0.677763	0.00928988	0.00107496	0.00587249	0.000688938	17505
