86425	86444	84572	89352	86488	87711	85478	86047	88249	86282	86249	87474	88055	85263	85956	86426	85521	88874	86723	87010	86818	86778	87186	85158	86180	85862	87635	85482	85808	87216	84309	88365	85753	87570	86123	87246	88103	85259	88243	85751	86202	86398	85571	86155	85597	87212	85511	87854	84633	87003	84730	85421	86777	84917	87001	85658	87505	86484	84814	88085	83247	87288	86225	86174	86532	85306	87168	85358	86620	86411	84487	87638	88577	86236	86277	
87704	11896	11723	11900	11774	11824	11667	11648	11612	11507	11775	11729	12042	11738	11716	12331	12350	12738	11772	11624	11652	11609	11622	11676	11735	11696	11960	11597	11646	11574	11710	12428	12824	12052	11804	11734	11735	11414	11632	11845	11644	11631	11427	11410	11696	11541	11584	11591	13070	12352	11725	11596	11548	11473	11509	11590	11551	11580	12094	12073	11564	11648	11623	11628	12499	12059	12026	12218	11673	11593	11482	11666	11611	11776	12039	
87475	12258	11759	11889	11784	12009	11830	11599	11779	11678	11627	11477	11907	11539	11668	11756	12741	11795	13050	11682	11550	11517	11624	11640	11751	11673	11613	11461	11590	11434	11548	11556	11724	12672	11929	11599	11602	11824	11590	11582	11915	11690	11697	12203	11914	11734	12010	11847	11824	12339	12524	12170	12055	11795	12560	11985	12162	11985	11941	11909	11884	11735	11577	11686	11515	11493	12668	12694	11855	12114	11681	11724	11688	11496	11683	
85100	12506	12192	12883	11725	11714	11622	11614	11607	11525	11524	11657	11517	11857	11639	11625	11648	11521	12517	11801	12026	11918	11650	11611	11612	11410	11609	11697	11625	11519	11565	11632	11845	11803	12374	12029	12506	12103	11619	11686	11992	11731	11597	11872	11780	11716	11563	11646	11738	11655	11666	12879	12110	11878	11501	11484	11542	11478	11497	11728	11575	11462	11620	11525	11601	11463	11864	12111	12744	12357	12102	11683	11640	11986	11552	
85586	11440	11419	11400	12677	11684	12208	12070	11799	11660	11627	11369	11573	11806	11553	11653	11595	11588	11792	11605	11553	12440	11805	12226	12108	11910	11815	11773	11573	11611	11416	11482	11521	11552	11950	11671	11598	12122	12669	11869	12040	11821	12160	11680	11659	11980	11755	11808	12242	11600	11531	11549	11612	11569	12867	13388	11951	13537	11723	11965	11917	11799	11722	11826	11591	11467	11491	11542	11627	11660	12551	12613	11839	11986	11742	
86372	11689	11648	11544	11737	11573	12407	12371	11724	11800	11466	11611	11557	11494	11831	11729	11783	11554	11429	11792	11314	11529	12965	11796	11961	11530	11515	12449	11646	11643	11501	11716	11465	11519	12061	11553	11474	11594	11616	12944	11568	13051	11910	11619	11654	11740	11512	11609	11827	11582	11644	11509	11490	11545	11605	11603	13233	11936	11958	11487	11701	11669	11612	11530	11524	11865	12006	11934	11981	11724	12268	11648	12592	12025	12949	
86040	11699	11543	11381	11421	11986	11859	11967	12139	11766	11871	11429	11701	11492	12004	12125	11675	11476	11610	12137	11879	11650	11650	11453	12846	12310	11475	11555	11726	11573	11623	11561	11456	11460	11739	11536	11463	11528	11968	11818	12529	12379	12003	11722	11547	11994	11522	11453	11617	11933	11723	11644	11640	11564	11757	12507	11712	13869	11904	11624	11774	11443	11653	11720	11669	11554	11441	11561	11561	11475	11532	11454	11459	12594	12374	
83888	11646	11423	11419	11319	11480	11417	11414	11867	12196	12372	11717	11544	11761	11613	12004	11718	11650	11640	11691	11535	11574	11580	11583	11491	11699	13094	12054	11579	11618	11548	11500	11594	11621	11606	11683	11585	11447	11399	11603	11641	11572	13066	12283	11946	11664	11584	11555	11597	11676	11583	11750	11577	11885	11837	11579	11577	11597	11670	12990	11951	11876	11716	11948	11586	11700	11786	11636	11685	11666	11624	11642	11631	11644	11559	
86320	11499	11738	11643	11548	11542	11797	11738	11560	11623	11614	12374	12617	11610	11697	12405	11523	11470	11364	11536	11842	11506	11777	11434	11716	11506	11655	12754	12640	12001	11868	11518	11704	11437	11510	11834	11398	11431	11486	11966	11618	11563	11684	11425	12152	12752	12119	12013	11687	11761	11787	11786	11763	11863	11832	11662	12360	13036	12394	11922	12070	13117	12266	11961	11574	11683	11725	11563	11740	11823	11986	11872	11599	11686	11853	
87438	11702	11645	11773	11620	11715	11831	11701	11817	11890	11571	11662	12896	12885	11686	12006	11607	11975	11503	11957	11869	11681	11577	11685	11732	12045	11632	11680	12897	12779	11872	11692	11767	11877	11545	11907	12054	11756	11707	12328	11977	11892	11630	11790	12814	12620	11978	11753	11916	12036	11563	11934	11868	11726	11690	11647	11788	11610	11704	11559	12224	13455	12052	11856	11754	11905	11914	11877	11747	11946	11837	11665	12153	11842	12077	
89048	11820	11751	11699	12295	11837	11842	11630	11702	11506	11686	11461	12543	12359	13400	11670	11620	11511	11656	11431	11515	11691	11961	11541	11471	11730	11754	11958	11988	12283	12677	11653	11686	11581	11773	11406	11651	11624	11649	11555	11470	11584	11501	11477	11726	12405	12626	11627	11468	11566	11383	11666	11556	11616	12099	12036	11781	11776	11624	11410	11632	11553	12585	11995	11826	12030	12219	11414	11404	11823	11697	11649	11582	11583	11517	
89534	11609	11837	11482	11471	11758	11529	11497	11525	11666	11441	11468	11493	11958	13353	12140	11846	11913	11763	11674	12562	11636	11563	11432	11649	11666	11387	11532	11766	11491	13701	12022	11893	12527	11948	11640	11636	11682	11616	11600	11513	11681	11855	11472	11378	11586	11598	12467	11676	12299	11799	11864	11659	11875	11607	11499	11636	11489	11439	11682	12312	11767	11837	12567	11726	12082	11871	11805	11741	11528	11584	11542	11921	11535	11774	
86130	11822	11617	11848	11768	11729	11756	11731	12060	12887	11714	11662	11577	11513	12043	12286	11632	12069	11597	11491	11640	11574	11531	11393	11458	11665	11817	11629	11764	11880	11844	11603	12409	11772	12805	11727	11625	11582	11546	11862	11476	12615	11521	11773	11746	11647	11724	11525	12763	12115	12203	11682	11561	11522	11520	11604	12514	11812	12832	11461	11706	11516	11519	11644	11608	13004	12293	12334	11671	11841	11635	11715	11859	11968	11746	
86264	12499	11795	11806	11606	11847	11731	11445	11568	11669	11897	11617	11563	11596	11949	11595	11478	11536	12515	12054	11430	11757	11505	11493	11749	11722	11647	11592	11490	11418	11431	11456	11599	11661	11450	11437	13747	12069	11709	12218	11454	11531	11578	11410	11924	11416	11791	11809	11549	11571	11655	11470	11896	12158	12402	11922	11594	11466	11658	11451	11441	11747	11619	11562	11674	11697	11754	11594	11407	12345	11982	11943	11817	11698	11528	
85119	11504	11595	11574	11520	12623	11853	11900	11884	11771	12944	11956	11579	11558	11768	12272	11824	11546	11602	11644	11549	11973	12194	11959	11769	11720	11855	11637	11683	11596	11590	11655	11669	11516	11450	11838	12046	11786	12777	12408	11683	11598	11847	11485	11629	11644	11652	11541	11483	11661	11510	11538	11554	11642	12178	12467	12491	12217	12153	12072	11946	12086	11870	11553	11834	11743	11415	11700	11505	11575	11636	12499	12306	11930	11912	
84509	11495	11420	11546	11540	11493	11753	12970	11495	11976	11532	11739	11587	11634	11656	11740	12179	12026	11434	11469	11508	11619	11715	12532	12566	12780	11879	11545	11563	12177	11888	11614	11659	11745	12521	11632	12212	12185	11680	12311	13130	12000	11617	11773	11721	11745	11623	11728	11452	11620	11660	11784	11731	11620	11603	11433	12210	12214	11675	11614	11652	11572	11598	11603	11839	11684	11843	11954	11849	11570	11398	11388	12331	12424	11526	
