t	integral	norm	uniform_integral	uniform_norm	time
-1	4.3295e-12	5.23761e-13	1.67847e-12	2.00388e-13	89901
-0.997337	8.40147e-13	1.02174e-13	1.67847e-12	2.00388e-13	11298
-0.994674	1.49395e-12	1.87166e-13	1.67847e-12	2.00388e-13	11303
-0.992011	4.73923e-13	5.99029e-14	1.67847e-12	2.00388e-13	11378
-0.989348	8.21239e-13	1.07449e-13	1.67847e-12	2.00388e-13	11350
-0.986684	1.26954e-12	1.77191e-13	1.67847e-12	2.00388e-13	12171
-0.984021	9.43158e-13	1.25908e-13	1.67847e-12	2.00388e-13	11706
-0.981358	3.62758e-13	5.13682e-14	1.67847e-12	2.00388e-13	12185
-0.978695	5.71153e-13	7.10896e-14	1.67847e-12	2.00388e-13	11495
-0.976032	1.25825e-12	1.86253e-13	1.67847e-12	2.00388e-13	11588
-0.973369	9.45123e-13	1.22724e-13	1.67847e-12	2.00388e-13	11173
-0.970706	1.95688e-12	2.38167e-13	1.67847e-12	2.00388e-13	11343
-0.968043	1.17183e-12	1.46786e-13	1.67847e-12	2.00388e-13	11560
-0.965379	4.79406e-13	6.31362e-14	1.67847e-12	2.00388e-13	11873
-0.962716	5.03032e-13	7.57606e-14	1.67847e-12	2.00388e-13	11396
-0.960053	4.23863e-13	5.48693e-14	1.67847e-12	2.00388e-13	11432
-0.95739	2.24318e-12	2.70486e-13	1.67847e-12	2.00388e-13	11415
-0.954727	9.92584e-13	1.19242e-13	1.67847e-12	2.00388e-13	11512
-0.952064	5.13939e-13	6.69036e-14	1.67847e-12	2.00388e-13	11784
-0.949401	6.93736e-13	8.28653e-14	1.67847e-12	2.00388e-13	11478
-0.946738	1.47339e-12	1.70475e-13	1.67847e-12	2.00388e-13	11673
-0.944075	8.11073e-13	1.02378e-13	1.67847e-12	2.00388e-13	11804
-0.941411	6.20597e-13	1.0242e-13	1.67847e-12	2.00388e-13	12953
-0.938748	1.21736e-12	1.51878e-13	1.67847e-12	2.00388e-13	11637
-0.936085	2.00313e-12	2.42686e-13	1.67847e-12	2.00388e-13	11807
-0.933422	2.18124e-12	2.40171e-13	1.67847e-12	2.00388e-13	11257
-0.930759	3.63915e-13	5.11163e-14	1.67847e-12	2.00388e-13	11252
-0.928096	1.01644e-12	1.52883e-13	1.67847e-12	2.00388e-13	11221
-0.925433	1.1154e-12	1.38921e-13	1.67847e-12	2.00388e-13	11357
-0.92277	6.80632e-13	9.60082e-14	1.67847e-12	2.00388e-13	11311
-0.920107	6.58129e-13	8.88582e-14	1.67847e-12	2.00388e-13	11729
-0.917443	9.06864e-13	1.25166e-13	1.67847e-12	2.00388e-13	11703
-0.91478	8.70975e-13	1.15805e-13	1.67847e-12	2.00388e-13	12602
-0.912117	1.54175e-12	2.07386e-13	1.67847e-12	2.00388e-13	12054
-0.909454	6.91168e-13	9.33049e-14	1.67847e-12	2.00388e-13	12043
-0.906791	6.12967e-13	8.33981e-14	1.67847e-12	2.00388e-13	12358
-0.904128	1.85349e-12	2.39965e-13	1.67847e-12	2.00388e-13	11803
-0.901465	7.95731e-13	1.06102e-13	1.67847e-12	2.00388e-13	11952
-0.898802	2.01911e-12	2.47415e-13	1.67847e-12	2.00388e-13	12755
-0.896138	6.289e-13	7.68526e-14	1.67847e-12	2.00388e-13	13177
-0.893475	1.30146e-12	1.64666e-13	1.67847e-12	2.00388e-13	12133
-0.890812	1.56645e-12	1.84678e-13	1.67847e-12	2.00388e-13	11851
-0.888149	1.24791e-12	1.69768e-13	1.67847e-12	2.00388e-13	11606
-0.885486	1.52512e-12	1.9304e-13	1.67847e-12	2.00388e-13	11674
-0.882823	3.62928e-13	5.09407e-14	1.67847e-12	2.00388e-13	11677
-0.88016	9.93072e-13	1.13058e-13	1.67847e-12	2.00388e-13	11695
-0.877497	5.0677e-13	6.59786e-14	1.67847e-12	2.00388e-13	11649
-0.874834	5.24776e-13	7.2696e-14	1.67847e-12	2.00388e-13	11552
-0.87217	1.16974e-12	1.53521e-13	1.67847e-12	2.00388e-13	11383
-0.869507	6.62246e-13	8.30436e-14	1.67847e-12	2.00388e-13	11302
-0.866844	1.26126e-12	1.5153e-13	1.67847e-12	2.00388e-13	11448
-0.864181	1.56706e-12	1.86293e-13	1.67847e-12	2.00388e-13	11363
-0.861518	7.7897e-13	1.00932e-13	1.67847e-12	2.00388e-13	11475
-0.858855	1.95021e-12	2.31642e-13	1.67847e-12	2.00388e-13	11934
-0.856192	1.76378e-12	2.14289e-13	1.67847e-12	2.00388e-13	12305
-0.853529	7.98035e-13	1.067e-13	1.67847e-12	2.00388e-13	12668
-0.850866	1.68385e-12	2.34454e-13	1.67847e-12	2.00388e-13	12731
-0.848202	1.91547e-12	2.61346e-13	1.67847e-12	2.00388e-13	12594
-0.845539	1.51905e-12	1.99841e-13	1.67847e-12	2.00388e-13	11721
-0.842876	1.14756e-12	1.54492e-13	1.67847e-12	2.00388e-13	11524
-0.840213	2.57243e-12	3.26119e-13	1.67847e-12	2.00388e-13	11716
-0.83755	9.06134e-13	1.13674e-13	1.67847e-12	2.00388e-13	11698
-0.834887	1.28001e-12	1.79014e-13	1.67847e-12	2.00388e-13	11613
-0.832224	7.10722e-13	8.80497e-14	1.67847e-12	2.00388e-13	11491
-0.829561	6.97172e-13	9.2152e-14	1.67847e-12	2.00388e-13	11675
-0.826897	7.76156e-13	9.57936e-14	1.67847e-12	2.00388e-13	11526
-0.824234	5.63816e-13	7.65695e-14	1.67847e-12	2.00388e-13	11224
-0.821571	1.85375e-12	2.28693e-13	1.67847e-12	2.00388e-13	11388
