5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	5.08646e-12	
5.08646e-12	6.01658e-13	3.01568e-13	6.25269e-13	3.41226e-13	4.75678e-13	8.02004e-13	6.77444e-13	4.22364e-13	4.54193e-13	4.06515e-13	5.24549e-13	9.27751e-13	7.49856e-13	8.40539e-13	4.76898e-13	7.35018e-13	6.21803e-13	5.4805e-13	9.46096e-13	6.77245e-13	7.14207e-13	4.56553e-13	6.18969e-13	6.17225e-13	5.16417e-13	6.1703e-13	6.78583e-13	8.12104e-13	8.66793e-13	7.71328e-13	1.23984e-12	6.9579e-13	7.78394e-13	5.64086e-13	5.59228e-13	5.30699e-13	7.97135e-13	7.96497e-13	1.15696e-12	8.85713e-13	6.38453e-13	6.38388e-13	8.33252e-13	9.34218e-13	5.47367e-13	6.62961e-13	3.71827e-13	7.79731e-13	7.06451e-13	8.44964e-13	1.01434e-12	6.09041e-13	7.81895e-13	3.7191e-13	7.14551e-13	8.44692e-13	1.09861e-12	4.74301e-13	8.03779e-13	1.13749e-12	4.71054e-13	6.33216e-13	6.94592e-13	1.42718e-12	8.97455e-13	6.36708e-13	4.18456e-13	1.62609e-12	8.41943e-13	7.15983e-13	8.0221e-13	9.43234e-13	1.35417e-12	6.84859e-13	
5.08646e-12	3.01513e-13	3.36563e-13	4.2543e-13	4.61543e-13	6.92717e-13	8.99362e-13	5.39545e-13	6.18356e-13	3.43212e-13	7.17588e-13	3.08058e-13	7.46818e-13	6.43345e-13	5.86167e-13	6.1421e-13	4.98353e-13	9.20133e-13	1.46058e-12	1.10784e-12	1.30112e-12	7.28308e-13	3.72645e-13	5.89638e-13	1.23888e-12	9.7216e-13	6.96149e-13	1.17634e-12	6.32631e-13	1.58029e-12	9.63113e-13	5.53748e-13	4.42052e-13	1.14272e-12	1.09421e-12	5.5914e-13	7.06199e-13	6.97599e-13	4.99235e-13	7.34362e-13	7.06414e-13	6.30146e-13	1.18044e-12	5.45324e-13	1.07212e-12	5.39778e-13	4.1951e-13	5.75788e-13	7.90358e-13	8.1591e-13	6.30172e-13	7.59968e-13	3.99944e-13	6.80817e-13	1.39369e-12	1.56712e-12	1.44133e-12	1.00725e-12	5.34357e-13	9.68506e-13	8.11616e-13	6.12198e-13	1.04243e-12	5.07899e-13	9.58615e-13	1.34876e-12	4.29974e-13	1.43639e-12	9.46288e-13	5.51802e-13	6.65126e-13	7.23264e-13	1.33639e-12	1.0615e-12	1.44962e-12	
5.08646e-12	6.2529e-13	4.25325e-13	5.22765e-13	5.93509e-13	4.13059e-13	8.04315e-13	4.73191e-13	6.98396e-13	5.15309e-13	6.46908e-13	4.52409e-13	7.12298e-13	6.38444e-13	1.22234e-12	4.80969e-13	8.22006e-13	3.74666e-13	9.95341e-13	1.17755e-12	5.70896e-13	8.33156e-13	4.83748e-13	6.80206e-13	1.43905e-12	3.37034e-13	4.93527e-13	7.22501e-13	5.62316e-13	6.98896e-13	6.13669e-13	4.99149e-13	4.17121e-13	1.22118e-12	1.06215e-12	6.64249e-13	8.05685e-13	1.54333e-12	3.92525e-13	9.26874e-13	8.36184e-13	3.89036e-13	6.72884e-13	4.22752e-13	6.02554e-13	4.54844e-13	8.728e-13	5.29325e-13	6.97072e-13	6.95223e-13	3.2628e-13	6.32838e-13	7.79369e-13	1.01306e-12	4.81101e-13	7.64425e-13	5.44733e-13	1.57317e-12	5.54627e-13	7.4761e-13	9.29788e-13	8.45225e-13	6.41456e-13	1.25163e-12	6.69483e-13	5.67825e-13	6.03225e-13	7.86542e-13	8.8426e-13	9.23208e-13	5.86071e-13	8.59769e-13	8.15202e-13	6.0392e-13	5.90681e-13	
5.08646e-12	3.41264e-13	4.61782e-13	5.9353e-13	4.75905e-13	1.99855e-12	8.63896e-13	5.66582e-13	4.82682e-13	6.42136e-13	9.22592e-13	1.43663e-12	7.73358e-13	8.10136e-13	6.91322e-13	4.20235e-13	1.14965e-12	7.08314e-13	1.20701e-12	6.57248e-13	1.23432e-12	1.26488e-12	1.21277e-12	5.67951e-13	8.95816e-13	1.41621e-12	1.06691e-12	5.5208e-13	9.38126e-13	9.95556e-13	6.81627e-13	8.81415e-13	8.28905e-13	1.82359e-12	7.56094e-13	7.17158e-13	1.35307e-12	7.44767e-13	7.93062e-13	1.11917e-12	8.67483e-13	1.2595e-12	1.42456e-12	1.49499e-12	9.48066e-13	4.20261e-13	5.7444e-13	6.83669e-13	6.36179e-13	1.04475e-12	7.05596e-13	6.88459e-13	1.37698e-12	7.61626e-13	8.47204e-13	1.0963e-12	1.09219e-12	5.95414e-13	8.70302e-13	1.13872e-12	1.01956e-12	9.59135e-13	1.14305e-12	5.70122e-13	1.31003e-12	1.06402e-12	9.64154e-13	7.21459e-13	1.05418e-12	9.0195e-13	1.31414e-12	1.40659e-12	2.8069e-12	1.0295e-12	1.42108e-12	
5.08646e-12	4.75688e-13	6.92627e-13	4.13142e-13	1.99851e-12	3.41364e-13	1.06812e-12	1.89243e-12	5.92011e-13	1.03902e-12	1.33739e-12	7.2252e-13	1.501e-12	2.05816e-12	1.61677e-12	5.7477e-13	4.68501e-13	7.57392e-13	1.43804e-12	1.38823e-12	2.72086e-12	8.25312e-13	4.84322e-13	7.32396e-13	1.7764e-12	1.59633e-12	1.08296e-12	1.35954e-12	5.4739e-13	1.15167e-12	7.8878e-13	1.98536e-12	6.88522e-13	1.80234e-12	8.59883e-13	6.92304e-13	1.60612e-12	7.68038e-13	1.18567e-12	1.11872e-12	6.67241e-13	9.97754e-13	7.9849e-13	7.87729e-13	9.04153e-13	2.26242e-12	9.97198e-13	1.21316e-12	1.12983e-12	3.14302e-12	7.75671e-13	8.04142e-13	1.2434e-12	1.3944e-12	6.86454e-13	6.84271e-13	9.70752e-13	1.90955e-12	1.17411e-12	7.32621e-13	1.54669e-12	9.83667e-13	2.50738e-12	3.02421e-12	1.90409e-12	1.21661e-12	2.66437e-12	9.14165e-13	3.3368e-12	2.15779e-12	8.24656e-13	1.44508e-12	2.0484e-12	9.86049e-13	2.67367e-12	
5.08646e-12	8.02042e-13	8.99243e-13	8.04337e-13	8.63915e-13	1.06801e-12	1.13093e-12	7.4459e-13	1.0413e-12	7.04377e-13	5.89308e-13	4.19603e-13	4.60337e-13	5.69222e-13	6.44633e-13	9.16594e-13	7.3687e-13	8.50014e-13	6.73779e-13	6.70355e-13	8.15962e-13	6.31893e-13	9.25798e-13	7.15662e-13	3.85829e-13	1.22815e-12	5.20724e-13	1.52254e-12	5.49936e-13	1.71867e-12	8.54519e-13	7.61988e-13	4.52949e-13	1.37525e-12	7.9915e-13	1.64013e-12	6.74128e-13	6.98462e-13	7.94692e-13	1.18457e-12	8.73642e-13	6.688e-13	2.17662e-12	7.38011e-13	7.5405e-13	9.24866e-13	1.27879e-12	9.9414e-13	1.43287e-12	6.1659e-13	7.84387e-13	8.31332e-13	1.37553e-12	1.04328e-12	1.6222e-12	1.40315e-12	7.96505e-13	9.96279e-13	6.98843e-13	7.86218e-13	1.62442e-12	9.35009e-13	4.57436e-13	1.44106e-12	1.07637e-12	1.14189e-12	1.05334e-12	2.17594e-12	1.40911e-12	9.1317e-13	7.90095e-13	1.1939e-12	1.8626e-12	1.51327e-12	9.79972e-13	
5.08646e-12	6.77337e-13	5.39543e-13	4.73201e-13	5.66658e-13	1.8926e-12	7.44739e-13	4.89887e-13	8.02096e-13	7.59207e-13	5.17075e-13	2.53796e-12	5.16305e-13	7.38273e-13	6.06114e-13	1.14177e-12	8.94189e-13	7.35038e-13	1.75244e-12	6.31448e-13	1.31388e-12	6.16473e-13	6.55069e-13	2.01985e-12	3.84254e-13	1.29292e-12	1.37363e-12	1.35992e-12	9.06275e-13	8.75241e-13	1.03868e-12	6.18264e-13	6.55088e-13	1.96463e-12	1.86125e-12	9.90639e-13	2.11085e-12	8.00977e-13	5.57656e-13	2.69052e-12	1.15014e-12	5.86671e-13	1.22277e-12	6.81763e-13	5.23992e-13	8.10745e-13	7.65085e-13	7.33883e-13	7.68254e-13	8.58866e-13	8.7443e-13	7.66951e-13	1.33771e-12	1.07784e-12	7.52945e-13	5.95799e-13	1.60634e-12	7.61327e-13	7.5305e-13	1.22881e-12	6.25292e-13	9.08359e-13	1.08401e-12	5.65012e-13	8.26501e-13	1.0877e-12	1.01875e-12	1.07617e-12	7.63439e-13	1.58453e-12	1.43133e-12	8.99191e-13	1.66996e-12	9.84043e-13	1.15731e-12	
5.08646e-12	4.22388e-13	6.18339e-13	6.98599e-13	4.82772e-13	5.91995e-13	1.04118e-12	8.02166e-13	1.26809e-12	5.42017e-13	6.4364e-13	5.97108e-13	4.93028e-13	9.243e-13	5.79196e-13	5.71797e-13	1.0668e-12	7.24536e-13	1.02313e-12	5.81603e-13	7.69731e-13	8.53181e-13	7.7851e-13	1.07619e-12	7.21285e-13	4.61392e-13	7.05e-13	6.61525e-13	8.71602e-13	1.18461e-12	7.80415e-13	6.42703e-13	7.34042e-13	4.96304e-13	1.00474e-12	7.97644e-13	8.99987e-13	8.07968e-13	7.08531e-13	1.01985e-12	1.34115e-12	4.67987e-13	1.56926e-12	8.72817e-13	7.73313e-13	6.08009e-13	1.22657e-12	5.53866e-13	1.29189e-12	6.54291e-13	5.37974e-13	7.32091e-13	1.19091e-12	6.88084e-13	1.1834e-12	8.36544e-13	1.53554e-12	6.89855e-13	7.61847e-13	1.14696e-12	9.48168e-13	6.1784e-13	8.48218e-13	8.39052e-13	1.09988e-12	9.7982e-13	9.26958e-13	9.69999e-13	1.27028e-12	6.62056e-13	7.7426e-13	1.23856e-12	1.30807e-12	9.84595e-13	6.50833e-13	
5.08646e-12	4.54107e-13	3.43216e-13	5.15439e-13	6.42105e-13	1.03914e-12	7.0441e-13	7.59254e-13	5.41998e-13	4.75459e-13	1.56258e-12	1.42696e-12	4.62485e-13	1.5237e-12	1.65742e-12	5.97801e-13	1.62401e-12	6.23329e-13	6.40772e-13	1.13057e-12	6.25676e-13	7.37534e-13	1.01549e-12	5.06441e-13	7.12454e-13	5.61079e-13	9.1841e-13	5.27348e-13	5.47527e-13	5.03539e-13	1.12468e-12	6.86626e-13	6.27483e-13	5.65838e-13	6.89147e-13	1.13267e-12	1.27261e-12	4.57266e-13	8.57441e-13	1.43314e-12	9.11111e-13	5.74434e-13	5.68455e-13	8.37692e-13	7.70444e-13	8.51958e-13	9.40188e-13	8.55187e-13	1.28373e-12	5.7659e-13	1.36306e-12	1.67819e-12	2.18686e-12	1.38461e-12	1.17034e-12	8.06236e-13	9.68547e-13	1.34974e-12	7.32833e-13	2.34743e-12	1.04603e-12	7.27797e-13	9.68685e-13	6.7284e-13	7.73357e-13	9.63669e-13	1.8174e-12	1.00848e-12	8.13063e-13	7.05106e-13	9.95465e-13	1.74189e-12	2.21284e-12	9.36653e-13	9.04599e-13	
