c	norm
0.14	9.25588e-09
0.15	1.03409e-08
0.16	3.67982e-09
0.17	1.05839e-09
0.18	5.7846e-09
0.19	3.75766e-09
0.2	1.41784e-08
0.21	1.08368e-09
0.22	1.39774e-09
0.23	2.50847e-10
0.24	8.81377e-10
0.25	2.89398e-10
0.26	1.54049e-09
0.27	2.04413e-09
0.28	8.49769e-10
0.29	1.24227e-09
0.3	1.02525e-09
0.31	4.65158e-10
0.32	1.11346e-09
0.33	3.05329e-09
0.34	6.55325e-10
0.35	3.14196e-09
0.36	4.33967e-09
0.37	1.54928e-09
0.38	1.5816e-09
0.39	4.24571e-09
0.4	7.12092e-09
0.41	6.15324e-09
0.42	6.33687e-09
0.43	8.2156e-09
0.44	2.38093e-08
0.45	5.58029e-09
0.46	4.69356e-09
0.47	1.56198e-08
0.48	1.10149e-08
0.49	1.65774e-08
0.5	4.12373e-09
0.51	6.22665e-09
0.52	1.43614e-08
0.53	4.26152e-09
0.54	8.44123e-09
0.55	1.23775e-08
0.56	6.20492e-09
0.57	1.28758e-08
0.58	9.22035e-09
0.59	6.3039e-09
0.6	9.39287e-09
0.61	5.96535e-09
0.62	1.17014e-08
0.63	1.40255e-08
0.64	6.6049e-09
0.65	1.41611e-08
0.66	5.3914e-09
0.67	1.15532e-08
0.68	8.95664e-09
0.69	1.14696e-08
0.7	8.40323e-09
0.71	4.47797e-09
0.72	1.12345e-08
0.73	6.73789e-09
0.74	2.33865e-08
0.75	6.57481e-09
0.76	1.6665e-08
0.77	2.53226e-08
0.78	9.8779e-09
0.79	2.13298e-08
0.8	8.94608e-09
0.81	1.21002e-08
0.82	5.74413e-09
0.83	1.00795e-08
0.84	1.2256e-08
0.85	1.80296e-08
0.86	9.60773e-09
0.87	8.74555e-09
0.88	1.17437e-08
0.89	1.04484e-08
0.9	9.38803e-09
0.91	8.32254e-09
0.92	1.07235e-08
0.93	3.06443e-08
0.94	8.52148e-09
0.95	6.55358e-09
0.96	4.77788e-09
0.97	8.37726e-09
0.98	4.03433e-09
0.99	6.17279e-09
1	4.48585e-09
1.01	8.01842e-09
1.02	1.1742e-08
1.03	8.86962e-09
1.04	4.50046e-09
1.05	6.58983e-09
1.06	5.60256e-09
1.07	5.21971e-09
1.08	7.19637e-09
1.09	1.31508e-08
1.1	1.51683e-08
1.11	6.37951e-09
1.12	1.12413e-08
1.13	8.28201e-09
1.14	1.2451e-08
1.15	1.59079e-08
1.16	1.11641e-08
1.17	6.77295e-09
1.18	7.39621e-09
1.19	5.75643e-09
1.2	6.22352e-09
1.21	7.58693e-09
1.22	2.29412e-08
1.23	4.86918e-09
1.24	6.80108e-09
1.25	1.30434e-08
1.26	6.86617e-09
1.27	7.37046e-09
1.28	6.92729e-09
1.29	7.32032e-09
1.3	6.24486e-09
1.31	6.54416e-09
1.32	5.80254e-09
1.33	9.78783e-09
1.34	7.86509e-09
1.35	8.78366e-09
1.36	1.09884e-08
1.37	6.81711e-09
1.38	7.63296e-09
1.39	4.37976e-09
1.4	4.15131e-09
1.41	5.37134e-09
1.42	9.41606e-09
1.43	8.58778e-09
1.44	3.64559e-09
1.45	4.20704e-09
1.46	8.78513e-09
1.47	3.64877e-09
1.48	5.74076e-09
1.49	5.35866e-09
1.5	3.82169e-09
1.51	5.52795e-09
1.52	1.40606e-08
1.53	4.65541e-09
1.54	4.38121e-09
1.55	5.29415e-09
1.56	6.94752e-09
1.57	5.28553e-09
1.58	6.19272e-09
1.59	4.15996e-09
1.6	4.85864e-09
1.61	3.57402e-09
1.62	3.04368e-09
1.63	5.90459e-09
1.64	3.16146e-09
1.65	3.62039e-09
1.66	2.68462e-09
1.67	5.64671e-09
1.68	3.1329e-09
1.69	3.91501e-09
1.7	5.07247e-09
1.71	5.07884e-09
1.72	3.50168e-09
1.73	2.03154e-09
1.74	6.38541e-09
1.75	4.73147e-09
1.76	5.27845e-09
1.77	2.81165e-09
1.78	3.11667e-09
1.79	6.18343e-09
1.8	1.89141e-09
1.81	1.86253e-09
1.82	3.85802e-09
1.83	3.00106e-09
1.84	2.32144e-09
1.85	8.17491e-09
1.86	2.68684e-09
1.87	4.26917e-09
1.88	2.64779e-09
1.89	1.35293e-09
1.9	2.7148e-09
1.91	3.56826e-09
1.92	3.26255e-09
1.93	2.99567e-09
1.94	2.45773e-09
1.95	2.24299e-09
1.96	2.10271e-09
1.97	3.57582e-09
1.98	2.07539e-09
1.99	4.86704e-09
2	8.78037e-10
2.02	3.14346e-09
2.04	1.44921e-09
2.06	5.48165e-09
2.08	3.58366e-09
2.1	4.46588e-09
2.12	2.72507e-09
2.14	2.11808e-09
2.16	2.69311e-09
2.18	4.32198e-09
2.2	2.58597e-09
2.22	9.61069e-10
2.24	6.29383e-09
2.26	4.92151e-09
2.28	1.07289e-09
2.3	2.98852e-09
2.32	1.13938e-09
2.34	2.3119e-09
2.36	3.79677e-09
2.38	2.15078e-09
2.4	1.20164e-09
2.42	1.60106e-09
2.44	8.2877e-10
2.46	1.65094e-09
2.48	4.21304e-09
2.5	1.75573e-09
2.52	1.02266e-09
2.54	4.75974e-09
2.56	9.59882e-10
2.58	3.13844e-09
2.6	1.42393e-09
2.62	3.03442e-09
2.64	8.45207e-10
