c	norm
0.14	4.55575e-09
0.15	2.83603e-08
0.16	4.40427e-08
0.17	3.98625e-08
0.18	1.03901e-08
0.19	7.76938e-09
0.2	3.562e-08
0.21	2.82009e-10
0.22	2.17571e-09
0.23	3.32705e-09
0.24	9.48401e-10
0.25	4.86879e-09
0.26	2.21864e-09
0.27	1.21922e-08
0.28	4.10392e-09
0.29	1.09016e-08
0.3	1.26241e-08
0.31	2.13581e-09
0.32	8.72708e-09
0.33	9.06949e-09
0.34	1.88117e-08
0.35	4.93491e-09
0.36	1.04571e-08
0.37	1.66625e-08
0.38	5.824e-09
0.39	1.02285e-08
0.4	5.10487e-09
0.41	2.7145e-08
0.42	3.69255e-08
0.43	4.48903e-08
0.44	3.87533e-08
0.45	3.95588e-08
0.46	5.51019e-08
0.47	2.88627e-08
0.48	3.37278e-08
0.49	3.85748e-08
0.5	7.40461e-09
0.51	3.51435e-08
0.52	2.64439e-08
0.53	1.59415e-08
0.54	2.42944e-08
0.55	1.90493e-08
0.56	2.3178e-08
0.57	2.41781e-08
0.58	1.75762e-08
0.59	3.00322e-08
0.6	1.90662e-08
0.61	3.15942e-08
0.62	3.23581e-08
0.63	2.24414e-08
0.64	2.93182e-08
0.65	3.85464e-08
0.66	2.55903e-08
0.67	6.38981e-08
0.68	4.22926e-08
0.69	2.69166e-08
0.7	2.25848e-08
0.71	3.22381e-08
0.72	2.52681e-08
0.73	4.23232e-08
0.74	3.52562e-08
0.75	2.56547e-08
0.76	4.08809e-08
0.77	4.97458e-08
0.78	2.57859e-08
0.79	3.7149e-08
0.8	3.83992e-08
0.81	2.41436e-08
0.82	2.53679e-08
0.83	3.97264e-08
0.84	2.55423e-08
0.85	2.38822e-08
0.86	2.67303e-08
0.87	4.82958e-08
0.88	4.91592e-08
0.89	2.93072e-08
0.9	3.67594e-08
0.91	2.98246e-08
0.92	2.94461e-08
0.93	6.27098e-08
0.94	8.60293e-08
0.95	3.04855e-08
0.96	2.20047e-08
0.97	2.28263e-08
0.98	7.97482e-08
0.99	3.36959e-08
1	1.84664e-08
1.01	2.00124e-08
1.02	2.80125e-08
1.03	4.29405e-08
1.04	2.57887e-08
1.05	3.27329e-08
1.06	4.25369e-08
1.07	1.95757e-08
1.08	1.13145e-08
1.09	1.84387e-08
1.1	3.92302e-08
1.11	3.19513e-08
1.12	6.29342e-08
1.13	4.41602e-08
1.14	2.54593e-08
1.15	1.80187e-08
1.16	2.35254e-08
1.17	3.53509e-08
1.18	3.97373e-08
1.19	3.35933e-08
1.2	2.17802e-08
1.21	3.78948e-08
1.22	2.50324e-08
1.23	1.87143e-08
1.24	2.43834e-08
1.25	2.52332e-08
1.26	3.54436e-08
1.27	3.99622e-08
1.28	2.30579e-08
1.29	1.18753e-08
1.3	1.74314e-08
1.31	1.74263e-08
1.32	2.74244e-08
1.33	2.03017e-08
1.34	1.07226e-08
1.35	1.53841e-08
1.36	2.92275e-08
1.37	1.19548e-08
1.38	4.46414e-08
1.39	2.27983e-08
1.4	1.60711e-08
1.41	2.17387e-08
1.42	2.09551e-08
1.43	1.10854e-08
1.44	1.53122e-08
1.45	1.92902e-08
1.46	4.67429e-09
1.47	1.32199e-08
1.48	1.95625e-08
1.49	2.01754e-08
1.5	1.21199e-08
1.51	7.40902e-09
1.52	1.5849e-08
1.53	9.63618e-09
1.54	1.02795e-08
1.55	1.25589e-08
1.56	1.03252e-08
1.57	2.04749e-08
1.58	1.58693e-08
1.59	1.08177e-08
1.6	1.42594e-08
1.61	8.15004e-09
1.62	3.02136e-08
1.63	1.67995e-08
1.64	3.13141e-08
1.65	1.26863e-08
1.66	9.5215e-09
1.67	1.22717e-08
1.68	1.27009e-08
1.69	7.94579e-09
1.7	1.03443e-08
1.71	7.84235e-09
1.72	1.00736e-08
1.73	8.38354e-09
1.74	1.37189e-08
1.75	7.66217e-09
