c	norm
2.16	0.00276931
2.18	0.00269181
2.2	0.00261689
2.22	0.00254443
2.24	0.00247437
2.26	0.0024066
2.28	0.00234106
2.3	0.00227765
2.32	0.00221631
2.34	0.00215696
2.36	0.00209952
2.38	0.00204394
2.4	0.00199013
2.42	0.00193805
2.44	0.00188762
2.46	0.00183878
2.48	0.00179149
2.5	0.00174567
2.52	0.00170129
2.54	0.00165829
2.56	0.00161662
2.58	0.00157623
2.6	0.00153708
2.62	0.00149912
2.64	0.00146231
2.66	0.00142662
2.68	0.00139199
2.7	0.0013584
2.72	0.00132582
2.74	0.00129419
2.76	0.0012635
2.78	0.0012337
2.8	0.00120477
2.82	0.00117669
2.84	0.00114941
2.86	0.00112291
2.88	0.00109717
2.9	0.00107216
2.92	0.00104786
2.94	0.00102424
2.96	0.00100128
2.98	0.000978958
3	0.000957255
3.02	0.000936149
3.04	0.000915621
3.06	0.000895652
3.08	0.000876224
3.1	0.000857321
3.12	0.000838924
3.14	0.000821019
3.16	0.000803589
3.18	0.00078662
3.2	0.000770097
3.22	0.000754005
3.24	0.000738332
3.26	0.000723065
3.28	0.000708192
3.3	0.000693699
3.32	0.000679576
3.34	0.000665812
3.36	0.000652395
3.38	0.000639315
3.4	0.000626562
3.42	0.000614126
3.44	0.000601999
3.46	0.000590169
3.48	0.000578631
3.5	0.000567372
3.52	0.000556389
3.54	0.000545669
3.56	0.000535209
3.58	0.000524998
3.6	0.00051503
3.62	0.000505298
3.64	0.000495797
3.66	0.000486518
3.68	0.000477456
3.7	0.000468605
3.72	0.000459959
3.74	0.000451512
3.76	0.000443258
3.78	0.000435193
3.8	0.000427312
3.82	0.000419609
3.84	0.000412079
3.86	0.000404718
3.88	0.000397522
3.9	0.000390485
3.92	0.000383604
3.94	0.000376874
3.96	0.000370292
3.98	0.000363854
4	0.000357555
4.04	0.000345364
4.08	0.000333689
4.12	0.000322506
4.16	0.000311789
4.2	0.000301515
4.24	0.000291663
4.28	0.000282212
4.32	0.000273141
4.36	0.000264434
4.4	0.000256072
4.44	0.00024804
4.48	0.000240321
4.52	0.000232901
4.56	0.000225767
4.6	0.000218905
4.64	0.000212302
4.68	0.000205948
4.72	0.00019983
4.76	0.000193938
4.8	0.000188264
4.84	0.000182795
4.88	0.000177525
4.92	0.000172444
4.96	0.000167544
5	0.000162817
5.04	0.000158257
5.08	0.000153856
5.12	0.000149607
5.16	0.000145504
5.2	0.000141541
5.24	0.000137713
5.28	0.000134014
5.32	0.000130438
5.36	0.000126982
5.4	0.000123639
5.44	0.000120406
5.48	0.000117279
5.52	0.000114252
5.56	0.000111323
5.6	0.000108487
5.64	0.000105742
5.68	0.000103083
5.72	0.000100507
5.76	9.80114e-05
5.8	9.5593e-05
5.84	9.32489e-05
5.88	9.09765e-05
5.92	8.87729e-05
5.96	8.66361e-05
6	8.45631e-05
6.04	8.2552e-05
6.08	8.06004e-05
6.12	7.87064e-05
6.16	7.68677e-05
6.2	7.50826e-05
6.24	7.33492e-05
6.28	7.16656e-05
6.32	7.00302e-05
6.36	6.84412e-05
6.4	6.68971e-05
6.44	6.53965e-05
6.48	6.39377e-05
6.52	6.25195e-05
6.56	6.11406e-05
6.6	5.97994e-05
6.64	5.8495e-05
6.68	5.7226e-05
6.72	5.59913e-05
6.76	5.47898e-05
6.8	5.36204e-05
6.84	5.24821e-05
6.88	5.13738e-05
6.92	5.02949e-05
6.96	4.9244e-05
7	4.82206e-05
