c	norm
1.34	0.062664
1.35	0.0615989
1.36	0.0605071
1.37	0.0593941
1.38	0.0582651
1.39	0.0571245
1.4	0.0559764
1.41	0.0548245
1.42	0.0536718
1.43	0.0525214
1.44	0.0513757
1.45	0.050237
1.46	0.0491073
1.47	0.0479884
1.48	0.0468817
1.49	0.0457885
1.5	0.0447101
1.51	0.0436473
1.52	0.0426011
1.53	0.041572
1.54	0.0405608
1.55	0.0395677
1.56	0.0385933
1.57	0.0376379
1.58	0.0367015
1.59	0.0357843
1.6	0.0348865
1.61	0.034008
1.62	0.0331489
1.63	0.0323089
1.64	0.0314881
1.65	0.0306863
1.66	0.0299033
1.67	0.0291388
1.68	0.0283928
1.69	0.0276648
1.7	0.0269547
1.71	0.0262622
1.72	0.025587
1.73	0.0249287
1.74	0.0242872
1.75	0.023662
1.76	0.0230528
1.77	0.0224593
1.78	0.0218812
1.79	0.0213182
1.8	0.0207699
1.81	0.020236
1.82	0.0197162
1.83	0.0192101
1.84	0.0187175
1.85	0.0182379
1.86	0.0177711
1.87	0.0173168
1.88	0.0168746
1.89	0.0164443
1.9	0.0160255
1.91	0.015618
1.92	0.0152214
1.93	0.0148355
1.94	0.01446
1.95	0.0140946
1.96	0.0137391
1.97	0.0133932
1.98	0.0130566
1.99	0.0127291
2	0.0124104
2.02	0.0117987
2.04	0.0112194
2.06	0.010671
2.08	0.0101516
2.1	0.00965974
2.12	0.00919389
2.14	0.0087526
2.16	0.00833452
2.18	0.00793837
2.2	0.00756293
2.22	0.00720707
2.24	0.0068697
2.26	0.0065498
2.28	0.00624639
2.3	0.00595858
2.32	0.0056855
2.34	0.00542635
2.36	0.00518035
2.38	0.00494679
2.4	0.00472499
2.42	0.0045143
2.44	0.00431413
2.46	0.00412389
2.48	0.00394307
2.5	0.00377114
2.52	0.00360764
2.54	0.0034521
2.56	0.00330411
2.58	0.00316327
2.6	0.00302919
2.62	0.00290152
2.64	0.00277992
2.66	0.00266409
2.68	0.0025537
2.7	0.00244849
2.72	0.00234819
2.74	0.00225253
2.76	0.0021613
2.78	0.00207425
2.8	0.00199118
2.82	0.00191188
2.84	0.00183617
2.86	0.00176387
2.88	0.0016948
2.9	0.00162881
2.92	0.00156574
2.94	0.00150545
2.96	0.00144781
2.98	0.00139268
3	0.00133994
3.02	0.00128948
3.04	0.00124119
3.06	0.00119496
3.08	0.00115069
3.1	0.0011083
3.12	0.00106769
3.14	0.00102878
3.16	0.000991495
3.18	0.000955753
3.2	0.000921484
3.22	0.000888621
3.24	0.000857099
3.26	0.000826857
3.28	0.000797838
3.3	0.000769984
3.32	0.000743245
3.34	0.00071757
3.36	0.000692911
3.38	0.000669224
3.4	0.000646466
3.42	0.000624596
3.44	0.000603574
3.46	0.000583365
3.48	0.000563932
3.5	0.000545243
3.52	0.000527265
3.54	0.000509968
3.56	0.000493323
3.58	0.000477302
3.6	0.000461879
3.62	0.000447029
3.64	0.000432728
3.66	0.000418954
3.68	0.000405683
3.7	0.000392896
3.72	0.000380573
3.74	0.000368695
3.76	0.000357244
3.78	0.000346202
3.8	0.000335553
3.82	0.000325281
3.84	0.000315371
3.86	0.000305809
3.88	0.000296582
3.9	0.000287675
3.92	0.000279076
3.94	0.000270774
3.96	0.000262756
3.98	0.000255012
4	0.000247531
4.04	0.000233319
4.08	0.000220044
4.12	0.000207637
4.16	0.000196034
4.2	0.000185175
4.24	0.000175009
4.28	0.000165484
4.32	0.000156555
4.36	0.000148181
4.4	0.000140322
4.44	0.000132943
4.48	0.00012601
4.52	0.000119494
4.56	0.000113366
4.6	0.0001076
4.64	0.000102172
4.68	9.70589e-05
4.72	9.22411e-05
4.76	8.7699e-05
4.8	8.34148e-05
4.84	7.93719e-05
4.88	7.5555e-05
4.92	7.19498e-05
4.96	6.85431e-05
5	6.53225e-05
5.04	6.22765e-05
5.08	5.93945e-05
5.12	5.66664e-05
5.16	5.4083e-05
5.2	5.16356e-05
5.24	4.9316e-05
5.28	4.71169e-05
5.32	4.5031e-05
5.36	4.30517e-05
5.4	4.1173e-05
5.44	3.93891e-05
5.48	3.76944e-05
5.52	3.6084e-05
5.56	3.45532e-05
5.6	3.30974e-05
5.64	3.17125e-05
5.68	3.03946e-05
5.72	2.91401e-05
5.76	2.79454e-05
5.8	2.68074e-05
5.84	2.5723e-05
5.88	2.46894e-05
5.92	2.37037e-05
5.96	2.27637e-05
6	2.18667e-05
6.04	2.10107e-05
6.08	2.01934e-05
6.12	1.94129e-05
6.16	1.86674e-05
6.2	1.7955e-05
6.24	1.7274e-05
6.28	1.6623e-05
6.32	1.60004e-05
6.36	1.54047e-05
6.4	1.48348e-05
6.44	1.42892e-05
6.48	1.37669e-05
6.52	1.32668e-05
6.56	1.27876e-05
6.6	1.23285e-05
6.64	1.18885e-05
6.68	1.14667e-05
6.72	1.10623e-05
6.76	1.06743e-05
6.8	1.03022e-05
6.84	9.94502e-06
6.88	9.60223e-06
6.92	9.27313e-06
6.96	8.95711e-06
7	8.65357e-06
