c	norm
0.05	1.27942
0.06	1.3664
0.13	1.33657
0.14	1.28999
0.15	1.24037
0.16	1.18915
0.17	1.13748
0.18	1.08627
0.19	1.03622
0.2	0.987853
0.21	0.0986623
0.22	0.106919
0.23	0.114754
0.24	0.122073
0.25	0.128797
0.26	0.134865
0.27	0.140233
0.28	0.144877
0.29	0.148789
0.3	0.151977
0.31	0.154466
0.32	0.156295
0.33	0.157515
0.34	0.158187
0.35	0.158381
0.36	0.158171
0.37	0.157635
0.38	0.156852
0.39	0.155899
0.4	0.154846
0.41	0.442268
0.42	0.429331
0.43	0.41683
0.44	0.404725
0.45	0.209231
0.46	0.197395
0.47	0.186429
0.48	0.176305
0.49	0.166991
0.5	0.158462
0.51	0.150689
0.52	0.143648
0.53	0.137311
0.54	0.131653
0.55	0.126646
0.56	0.122256
0.57	0.118451
0.58	0.11519
0.59	0.13107
0.6	0.123931
0.61	0.114938
0.62	0.109288
0.63	0.104167
0.64	0.10333
0.65	0.0986488
0.66	0.0945404
0.67	0.102311
0.68	0.096073
0.69	0.0903858
0.7	0.0852564
0.71	0.0806832
0.72	0.0766527
0.73	0.0792754
0.74	0.0756324
0.75	0.0705909
0.76	0.0661033
0.77	0.0665383
0.78	0.060913
0.79	0.0564174
0.8	0.0565838
0.81	0.0516705
0.82	0.0471523
0.83	0.045389
0.84	0.0407562
0.85	0.0390562
0.86	0.0339843
0.87	0.0296475
0.88	0.0267999
0.89	0.022293
0.9	0.0186941
0.91	0.0147118
0.92	0.00989568
0.93	0.00520307
0.94	0.00105889
0.95	0.00578204
0.96	0.010785
0.97	0.0159946
0.98	0.0230062
0.99	0.0279297
1	0.0560747
1.01	0.0412574
1.02	0.0454605
1.03	0.04961
1.04	0.0605152
1.05	0.0643415
1.06	0.0669058
1.07	0.0682289
1.08	0.071321
1.09	0.0712225
1.1	0.0865688
1.11	0.086774
1.12	0.0881558
1.13	0.0874548
1.14	0.0862685
1.15	0.0836001
1.16	0.0818017
1.17	0.0797656
1.18	0.0826411
1.19	0.0802553
1.2	0.0756596
1.21	0.0732368
1.22	0.0706576
1.23	0.0680595
1.24	0.0654653
1.25	0.0850561
1.26	0.0824629
1.27	0.0798832
1.28	0.077331
1.29	0.0748177
1.3	0.0723524
1.31	0.0699424
1.32	0.0675931
1.33	0.0653087
1.34	0.0630919
1.35	0.0609447
1.36	0.058868
1.37	0.0568623
1.38	0.0549271
1.39	0.0530618
1.4	0.0512654
