c	norm
1.37	0.170153
1.38	0.16865
1.39	0.167074
1.4	0.165431
1.41	0.163732
1.42	0.161985
1.43	0.160195
1.44	0.15837
1.45	0.156515
1.46	0.154637
1.47	0.152739
1.48	0.150826
1.49	0.148902
1.5	0.146971
1.51	0.145036
1.52	0.1431
1.53	0.141167
1.54	0.139237
1.55	0.137314
1.56	0.1354
1.57	0.133496
1.58	0.131604
1.59	0.129726
1.6	0.127862
1.61	0.126014
1.62	0.124183
1.63	0.12237
1.64	0.120576
1.65	0.118801
1.66	0.117046
1.67	0.115311
1.68	0.113597
1.69	0.111905
1.7	0.110234
1.71	0.108586
1.72	0.106959
1.73	0.105354
1.74	0.103772
1.75	0.102212
1.76	0.100675
1.77	0.0991595
1.78	0.0976667
1.79	0.0961963
1.8	0.094748
1.81	0.0933218
1.82	0.0919176
1.83	0.0905354
1.84	0.0891744
1.85	0.0878352
1.86	0.0865169
1.87	0.0852201
1.88	0.0839437
1.89	0.082688
1.9	0.0814528
1.91	0.0802376
1.92	0.0790423
1.93	0.0778665
1.94	0.0767101
1.95	0.0755729
1.96	0.0744543
1.97	0.0733543
1.98	0.0722728
1.99	0.0712092
2	0.0701631
2.02	0.0681235
2.04	0.0661516
2.06	0.0642451
2.08	0.0624021
2.1	0.0606204
2.12	0.058898
2.14	0.0572328
2.16	0.055623
2.18	0.0540665
2.2	0.0525615
2.22	0.0511063
2.24	0.049699
2.26	0.0483379
2.28	0.0470214
2.3	0.0457479
2.32	0.0445158
2.34	0.0433237
2.36	0.0421701
2.38	0.0410536
2.4	0.039973
2.42	0.0389267
2.44	0.0379138
2.46	0.0369329
2.48	0.0359829
2.5	0.0350627
2.52	0.0341713
2.54	0.0333077
2.56	0.0324707
2.58	0.0316594
2.6	0.030873
2.62	0.0301106
2.64	0.0293713
2.66	0.0286544
2.68	0.0279589
2.7	0.0272843
2.72	0.0266297
2.74	0.0259945
2.76	0.025378
2.78	0.0247796
2.8	0.0241985
2.82	0.0236343
2.84	0.0230864
2.86	0.0225542
2.88	0.0220373
2.9	0.0215349
2.92	0.0210468
2.94	0.0205724
2.96	0.0201112
2.98	0.0196629
3	0.019227
3.02	0.0188031
3.04	0.0183907
3.06	0.0179897
3.08	0.0175995
3.1	0.0172198
3.12	0.0168503
3.14	0.0164906
3.16	0.0161405
3.18	0.0157997
3.2	0.0154678
3.22	0.0151446
3.24	0.0148298
3.26	0.0145231
3.28	0.0142244
3.3	0.0139333
3.32	0.0136497
3.34	0.0133732
3.36	0.0131037
3.38	0.012841
3.4	0.0125848
3.42	0.012335
3.44	0.0120915
3.46	0.0118539
3.48	0.0116221
3.5	0.011396
3.52	0.0111754
3.54	0.0109601
3.56	0.0107499
3.58	0.0105449
3.6	0.0103447
3.62	0.0101492
3.64	0.00995833
3.66	0.00977197
3.68	0.00958994
3.7	0.00941218
3.72	0.00923851
3.74	0.00906885
3.76	0.00890309
3.78	0.0087411
3.8	0.00858278
3.82	0.00842807
3.84	0.00827684
3.86	0.00812899
3.88	0.00798444
3.9	0.0078431
3.92	0.00770489
3.94	0.00756972
3.96	0.00743751
3.98	0.0073082
4	0.0071817
4.04	0.00693681
4.08	0.00670232
4.12	0.00647771
4.16	0.00626244
4.2	0.00605609
4.24	0.00585821
4.28	0.00566836
4.32	0.00548619
4.36	0.00531129
4.4	0.00514335
4.44	0.00498202
4.48	0.00482697
4.52	0.00467794
4.56	0.00453466
4.6	0.00439682
4.64	0.0042642
4.68	0.00413657
4.72	0.0040137
4.76	0.00389536
4.8	0.00378138
4.84	0.00367155
4.88	0.00356569
4.92	0.00346363
4.96	0.0033652
5	0.00327028
5.04	0.00317866
5.08	0.00309027
5.12	0.00300493
5.16	0.00292253
5.2	0.00284293
5.24	0.00276604
5.28	0.00269173
5.32	0.00261992
5.36	0.0025505
5.4	0.00248336
5.44	0.00241843
5.48	0.00235561
5.52	0.00229482
5.56	0.00223598
5.6	0.00217903
5.64	0.00212388
5.68	0.00207047
5.72	0.00201874
5.76	0.00196861
5.8	0.00192004
5.84	0.00187296
5.88	0.00182731
5.92	0.00178305
5.96	0.00174013
6	0.0016985
6.04	0.0016581
6.08	0.0016189
6.12	0.00158086
6.16	0.00154393
6.2	0.00150808
6.24	0.00147326
6.28	0.00143944
6.32	0.00140659
6.36	0.00137468
6.4	0.00134366
6.44	0.00131352
6.48	0.00128423
6.52	0.00125574
6.56	0.00122804
6.6	0.0012011
