c	norm
1.55	23266.1
1.56	21221.8
1.57	19384.9
1.58	17731.9
1.59	16242.1
1.6	14897.4
1.61	13682
1.62	12581.9
1.63	11584.8
1.64	10679.8
1.65	9857.27
1.66	9108.79
1.67	8426.81
1.68	7804.65
1.69	7236.36
1.7	6716.65
1.71	6240.82
1.72	5804.67
1.73	5404.43
1.74	5036.74
1.75	4698.59
1.76	4387.27
1.77	4100.36
1.78	3835.68
1.79	3591.26
1.8	3365.33
1.81	3156.28
1.82	2962.68
1.83	2783.22
1.84	2616.72
1.85	2462.09
1.86	2318.38
1.87	2184.69
1.88	2060.23
1.89	1944.25
1.9	1836.1
1.91	1735.17
1.92	1640.9
1.93	1552.78
1.94	1470.35
1.95	1393.19
1.96	1320.91
1.97	1253.15
1.98	1189.59
1.99	1129.92
2	1073.87
2.02	971.619
2.04	881.045
2.06	800.612
2.08	729.013
2.1	665.13
2.12	608.002
2.14	556.806
2.16	510.828
2.18	469.453
2.2	432.146
2.22	398.444
2.24	367.942
2.26	340.286
2.28	315.167
2.3	292.315
2.32	271.49
2.34	252.483
2.36	235.108
2.38	219.202
2.4	204.618
2.42	191.229
2.44	178.92
2.46	167.588
2.48	157.142
2.5	147.5
2.52	138.591
2.54	130.348
2.56	122.713
2.58	115.633
2.6	109.06
2.62	102.951
2.64	97.268
2.66	91.9755
2.68	87.0418
2.7	82.4382
2.72	78.1384
2.74	74.1187
2.76	70.3574
2.78	66.8348
2.8	63.5329
2.82	60.4354
2.84	57.5271
2.86	54.7943
2.88	52.2243
2.9	49.8058
2.92	47.5279
2.94	45.381
2.96	43.356
2.98	41.4448
3	39.6396
3.02	37.9335
3.04	36.32
3.06	34.793
3.08	33.3469
3.1	31.9768
3.12	30.6777
3.14	29.4453
3.16	28.2754
3.18	27.1644
3.2	26.1085
3.22	25.1046
3.24	24.1495
3.26	23.2405
3.28	22.3748
3.3	21.5499
3.32	20.7636
3.34	20.0137
3.36	19.2982
3.38	18.6151
3.4	17.9626
3.42	17.3393
3.44	16.7433
3.46	16.1734
3.48	15.6282
3.5	15.1063
3.52	14.6066
3.54	14.1279
3.56	13.6691
3.58	13.2293
3.6	12.8075
3.62	12.4028
3.64	12.0144
3.66	11.6415
3.68	11.2833
3.7	10.9391
3.72	10.6083
3.74	10.2903
3.76	9.98442
3.78	9.69012
3.8	9.40687
3.82	9.13418
3.84	8.87157
3.86	8.61859
3.88	8.3748
3.9	8.13981
3.92	7.91323
3.94	7.6947
3.96	7.48387
3.98	7.2804
4	7.084
4.04	6.71119
4.08	6.36325
4.12	6.03816
4.16	5.73413
4.2	5.4495
4.24	5.18279
4.28	4.93264
4.32	4.69781
4.36	4.47716
4.4	4.26966
4.44	4.07436
4.48	3.89041
4.52	3.71699
4.56	3.55339
4.6	3.39894
4.64	3.253
4.68	3.11502
4.72	2.98448
4.76	2.86088
4.8	2.74378
4.84	2.63277
4.88	2.52746
4.92	2.42751
4.96	2.33257
5	2.24235
5.04	2.15656
5.08	2.07494
5.12	1.99724
5.16	1.92323
5.2	1.85271
5.24	1.78547
5.28	1.72133
5.32	1.66012
5.36	1.60167
5.4	1.54583
5.44	1.49247
5.48	1.44144
5.52	1.39262
5.56	1.34591
5.6	1.30118
5.64	1.25834
5.68	1.21729
5.72	1.17794
5.76	1.14021
5.8	1.104
5.84	1.06926
5.88	1.0359
5.92	1.00386
5.96	0.973081
6	0.943497
6.04	0.915054
6.08	0.887697
6.12	0.861378
6.16	0.836047
6.2	0.811661
6.24	0.788177
6.28	0.765554
6.32	0.743753
6.36	0.722739
6.4	0.702478
6.44	0.682936
6.48	0.664082
6.52	0.645888
6.56	0.628326
6.6	0.611368
