c	norm
0.14	0.782128
0.15	0.80948
0.16	0.834025
0.17	0.85592
0.18	0.875314
0.19	0.89235
0.2	0.907164
0.21	0.0531319
0.22	0.0588403
0.23	0.064717
0.24	0.0707314
0.25	0.0768523
0.26	0.0830475
0.27	0.0892849
0.28	0.0955321
0.29	0.101757
0.3	0.107929
0.31	0.114016
0.32	0.119989
0.33	0.125821
0.34	0.131484
0.35	0.136952
0.36	0.142204
0.37	0.147218
0.38	0.151976
0.39	0.156459
0.4	0.160656
0.41	0.884916
0.42	0.874133
0.43	0.862853
0.44	0.851109
0.45	0.625852
0.46	0.604496
0.47	0.582973
0.48	0.561355
0.49	0.539711
0.5	0.518111
0.51	0.496621
0.52	0.475306
0.53	0.45423
0.54	0.433454
0.55	0.413036
0.56	0.393033
0.57	0.3735
0.58	0.354486
0.59	0.449125
0.6	0.427726
0.61	0.375186
0.62	0.356498
0.63	0.338135
0.64	0.336527
0.65	0.318235
0.66	0.300322
0.67	0.350319
0.68	0.330556
0.69	0.311068
0.7	0.291912
0.71	0.273144
0.72	0.254827
0.73	0.278834
0.74	0.266399
0.75	0.247334
0.76	0.228696
0.77	0.238358
0.78	0.214219
0.79	0.196271
0.8	0.202814
0.81	0.186409
0.82	0.16867
0.83	0.166821
0.84	0.149557
0.85	0.148011
0.86	0.128284
0.87	0.112658
0.88	0.108433
0.89	0.0936515
0.9	0.0864692
0.91	0.0789901
0.92	0.0673626
0.93	0.058438
0.94	0.0466182
0.95	0.0395373
0.96	0.0284494
0.97	0.0192648
0.98	0.011544
0.99	0.00285557
1	0.0061622
1.01	0.013627
1.02	0.0209349
1.03	0.0277511
1.04	0.0387735
1.05	0.0455212
1.06	0.0518758
1.07	0.0563459
1.08	0.0631117
1.09	0.0660578
1.1	0.0861415
1.11	0.0913045
1.12	0.0966172
1.13	0.101541
1.14	0.105406
1.15	0.106908
1.16	0.109598
1.17	0.111873
1.18	0.120208
1.19	0.122258
1.2	0.118975
1.21	0.121527
1.22	0.122222
1.23	0.122664
1.24	0.122874
1.25	0.169076
1.26	0.170706
1.27	0.172069
1.28	0.173183
1.29	0.174066
1.3	0.174734
1.31	0.175202
1.32	0.175487
1.33	0.175601
1.34	0.175559
1.35	0.175371
1.36	0.17505
1.37	0.174607
1.38	0.174052
1.39	0.173393
1.4	0.17264
1.41	0.171801
1.42	0.170882
1.43	0.169892
1.44	0.168837
1.45	0.167722
1.46	0.166553
1.47	0.165336
1.48	0.164074
1.49	0.162774
1.5	0.161438
1.51	0.160071
1.52	0.158676
1.53	0.157257
1.54	0.155816
1.55	0.154356
1.56	0.152881
1.57	0.151393
1.58	0.149893
1.59	0.148384
1.6	0.146869
1.61	0.145348
1.62	0.143824
1.63	0.142298
1.64	0.140771
1.65	0.139245
1.66	0.137722
1.67	0.136202
1.68	0.134686
1.69	0.133175
1.7	0.131671
1.71	0.130174
1.72	0.128685
1.73	0.127204
1.74	0.125732
1.75	0.12427
1.76	0.122819
1.77	0.121378
1.78	0.119949
1.79	0.118531
1.8	0.117125
1.81	0.115731
1.82	0.11435
1.83	0.112982
1.84	0.111627
1.85	0.110285
1.86	0.108956
1.87	0.107642
1.88	0.10634
1.89	0.105053
1.9	0.10378
1.91	0.10252
1.92	0.101275
1.93	0.100044
1.94	0.0988263
1.95	0.0976232
1.96	0.0964339
1.97	0.0952588
1.98	0.0940978
1.99	0.0929506
2	0.0918174
2.02	0.0895925
2.04	0.0874224
2.06	0.0853065
2.08	0.083244
2.1	0.0812341
2.12	0.0792759
2.14	0.0773684
2.16	0.0755106
2.18	0.0737014
2.2	0.0719399
2.22	0.070225
2.24	0.0685557
2.26	0.0669307
2.28	0.0653491
2.3	0.0638096
2.32	0.0623114
2.34	0.0608534
2.36	0.0594343
2.38	0.0580533
2.4	0.0567094
2.42	0.0554014
2.44	0.0541284
2.46	0.0528895
2.48	0.0516837
2.5	0.05051
2.52	0.0493676
2.54	0.0482556
2.56	0.0471731
2.58	0.0461193
2.6	0.0450934
2.62	0.0440945
2.64	0.0431219
2.66	0.0421748
2.68	0.0412525
2.7	0.0403543
2.72	0.0394794
2.74	0.0386272
2.76	0.0377971
2.78	0.0369884
2.8	0.0362005
2.82	0.0354327
2.84	0.0346846
2.86	0.0339555
2.88	0.0332449
2.9	0.0325522
2.92	0.031877
2.94	0.0312188
2.96	0.030577
2.98	0.0299512
3	0.0293409
3.02	0.0287458
3.04	0.0281653
3.06	0.027599
3.08	0.0270466
3.1	0.0265076
3.12	0.0259818
3.14	0.0254686
3.16	0.0249678
3.18	0.0244791
3.2	0.024002
3.22	0.0235362
3.24	0.0230815
3.26	0.0226376
3.28	0.022204
3.3	0.0217807
3.32	0.0213672
3.34	0.0209634
3.36	0.0205689
3.38	0.0201834
3.4	0.0198069
3.42	0.019439
3.44	0.0190794
3.46	0.018728
3.48	0.0183846
3.5	0.0180489
3.52	0.0177207
3.54	0.0173999
3.56	0.0170862
3.58	0.0167794
3.6	0.0164795
3.62	0.0161861
3.64	0.0158992
3.66	0.0156185
3.68	0.0153439
3.7	0.0150753
3.72	0.0148125
3.74	0.0145553
3.76	0.0143036
3.78	0.0140573
3.8	0.0138162
3.82	0.0135802
3.84	0.0133492
3.86	0.013123
3.88	0.0129015
3.9	0.0126847
3.92	0.0124724
3.94	0.0122644
3.96	0.0120608
3.98	0.0118613
4	0.0116659
4.04	0.0112869
4.08	0.010923
4.12	0.0105737
4.16	0.010238
4.2	0.00991553
4.24	0.00960555
4.28	0.00930752
4.32	0.00902088
4.36	0.00874514
4.4	0.00847978
4.44	0.00822437
4.48	0.00797845
4.52	0.00774161
4.56	0.00751345
4.6	0.00729358
4.64	0.00708167
4.68	0.00687736
4.72	0.00668033
4.76	0.00649028
4.8	0.0063069
4.84	0.00612994
4.88	0.00595911
4.92	0.00579417
4.96	0.00563487
5	0.00548099
5.04	0.00533231
5.08	0.00518862
5.12	0.00504971
5.16	0.00491541
5.2	0.00478553
5.24	0.0046599
5.28	0.00453834
5.32	0.00442072
5.36	0.00430687
5.4	0.00419665
5.44	0.00408992
5.48	0.00398655
5.52	0.00388642
5.56	0.0037894
5.6	0.00369538
5.64	0.00360426
5.68	0.00351591
5.72	0.00343025
5.76	0.00334718
5.8	0.0032666
5.84	0.00318842
5.88	0.00311257
5.92	0.00303894
5.96	0.00296748
6	0.0028981
6.04	0.00283074
6.08	0.00276531
6.12	0.00270176
6.16	0.00264002
6.2	0.00258003
6.24	0.00252173
6.28	0.00246506
6.32	0.00240998
6.36	0.00235642
6.4	0.00230434
6.44	0.00225368
6.48	0.00220441
6.52	0.00215647
6.56	0.00210983
6.6	0.00206444
