c	norm
0.05	0.401777
0.06	0.444635
0.13	0.549951
0.14	0.547419
0.15	0.542376
0.16	0.535274
0.17	0.526504
0.18	0.51641
0.19	0.505288
0.2	0.493395
0.21	0.0360313
0.22	0.0387347
0.23	0.041336
0.24	0.0438131
0.25	0.0461466
0.26	0.0483199
0.27	0.0503194
0.28	0.0521346
0.29	0.0537582
0.3	0.055186
0.31	0.0564167
0.32	0.0574523
0.33	0.0582975
0.34	0.0589594
0.35	0.0594481
0.36	0.0597756
0.37	0.059956
0.38	0.060005
0.39	0.05994
0.4	0.059779
0.41	0.260138
0.42	0.252339
0.43	0.244793
0.44	0.237488
0.45	0.133788
0.46	0.125032
0.47	0.11674
0.48	0.10891
0.49	0.10154
0.5	0.0946272
0.51	0.0881688
0.52	0.0821607
0.53	0.0765988
0.54	0.071478
0.55	0.0667929
0.56	0.0625376
0.57	0.0587046
0.58	0.0552856
0.59	0.0748827
0.6	0.0695587
0.61	0.060203
0.62	0.0561343
0.63	0.0523643
0.64	0.0528065
0.65	0.0491677
0.66	0.0458576
0.67	0.0560029
0.68	0.0516161
0.69	0.0475195
0.7	0.0437265
0.71	0.0402497
0.72	0.0370994
0.73	0.0420666
0.74	0.0399717
0.75	0.0363008
0.76	0.0329495
0.77	0.0353591
0.78	0.030991
0.79	0.0278306
0.8	0.0297503
0.81	0.0264798
0.82	0.023368
0.83	0.0234432
0.84	0.020377
0.85	0.0206428
0.86	0.017084
0.87	0.0144497
0.88	0.0138827
0.89	0.0113303
0.9	0.0101527
0.91	0.00879838
0.92	0.00664667
0.93	0.00491163
0.94	0.0027859
0.95	0.00132601
0.96	0.00165679
0.97	0.00338478
0.98	0.00569256
0.99	0.00747885
1	0.0127596
1.01	0.012406
1.02	0.0139754
1.03	0.0155604
1.04	0.0203947
1.05	0.0220528
1.06	0.0234119
1.07	0.0238339
1.08	0.0258471
1.09	0.0256747
1.1	0.0349748
1.11	0.0357051
1.12	0.0369689
1.13	0.0376082
1.14	0.0378064
1.15	0.0367906
1.16	0.0366017
1.17	0.0362843
1.18	0.0394727
1.19	0.0390798
1.2	0.0363929
1.21	0.0362499
1.22	0.0355471
1.23	0.0347995
1.24	0.0340167
1.25	0.0514612
1.26	0.0508049
1.27	0.0500913
1.28	0.0493298
1.29	0.0485288
1.3	0.0476959
1.31	0.0468378
1.32	0.0459605
1.33	0.0450694
1.34	0.044169
1.35	0.0432634
1.36	0.0423562
1.37	0.0414504
1.38	0.0405487
1.39	0.0396533
1.4	0.0387663
1.41	0.0378892
1.42	0.0370235
1.43	0.0361703
1.44	0.0353306
1.45	0.0345052
1.46	0.0336947
1.47	0.0328996
1.48	0.0321202
1.49	0.0313569
1.5	0.0306098
1.51	0.029879
1.52	0.0291646
1.53	0.0284664
1.54	0.0277845
1.55	0.0271187
1.56	0.0264689
1.57	0.0258349
1.58	0.0252164
1.59	0.0246132
1.6	0.0240251
1.61	0.0234518
1.62	0.0228931
1.63	0.0223485
1.64	0.0218179
1.65	0.021301
1.66	0.0207974
1.67	0.0203068
1.68	0.0198289
1.69	0.0193634
1.7	0.0189101
1.71	0.0184686
1.72	0.0180385
1.73	0.0176198
1.74	0.0172119
1.75	0.0168146
1.76	0.0164278
1.77	0.016051
1.78	0.015684
1.79	0.0153266
1.8	0.0149785
1.81	0.0146394
1.82	0.0143091
1.83	0.0139873
1.84	0.0136739
1.85	0.0133685
1.86	0.013071
1.87	0.0127811
1.88	0.0124986
1.89	0.0122234
1.9	0.0119552
1.91	0.0116938
1.92	0.0114391
1.93	0.0111907
1.94	0.0109487
1.95	0.0107127
1.96	0.0104827
1.97	0.0102584
1.98	0.0100398
1.99	0.00982653
2	0.00961858
2.02	0.00921797
2.04	0.00883682
2.06	0.00847407
2.08	0.00812871
2.1	0.00779982
2.12	0.0074865
2.14	0.00718793
2.16	0.00690331
2.18	0.00663192
2.2	0.00637304
2.22	0.00612603
2.24	0.00589027
2.26	0.00566518
2.28	0.0054502
2.3	0.00524481
2.32	0.00504854
2.34	0.00486091
2.36	0.0046815
2.38	0.00450988
2.4	0.00434568
2.42	0.00418852
2.44	0.00403807
2.46	0.00389398
2.48	0.00375597
2.5	0.00362372
2.52	0.00349696
2.54	0.00337544
2.56	0.0032589
2.58	0.00314712
2.6	0.00303986
2.62	0.00293692
2.64	0.00283809
2.66	0.00274319
2.68	0.00265205
2.7	0.00256448
2.72	0.00248032
2.74	0.00239943
2.76	0.00232166
2.78	0.00224687
2.8	0.00217493
2.82	0.00210571
2.84	0.0020391
2.86	0.00197498
2.88	0.00191324
2.9	0.00185378
2.92	0.00179652
2.94	0.00174134
2.96	0.00168817
2.98	0.00163692
3	0.00158751
3.02	0.00153987
3.04	0.00149392
3.06	0.00144959
3.08	0.00140682
3.1	0.00136555
3.12	0.0013257
3.14	0.00128724
3.16	0.00125009
3.18	0.00121422
3.2	0.00117956
3.22	0.00114608
3.24	0.00111372
3.26	0.00108244
3.28	0.00105221
3.3	0.00102297
3.32	0.000994703
3.34	0.000967357
3.36	0.000940901
3.38	0.000915303
3.4	0.000890531
3.42	0.000866553
3.44	0.000843341
3.46	0.000820865
3.48	0.0007991
3.5	0.000778019
3.52	0.000757597
3.54	0.000737811
3.56	0.000718638
3.58	0.000700056
3.6	0.000682043
3.62	0.000664581
3.64	0.000647648
3.66	0.000631227
3.68	0.000615301
3.7	0.000599851
3.72	0.000584861
3.74	0.000570316
3.76	0.0005562
3.78	0.000542498
3.8	0.000529197
3.82	0.000516283
3.84	0.000503744
3.86	0.000491565
3.88	0.000479736
3.9	0.000468245
3.92	0.000457081
3.94	0.000446233
3.96	0.00043569
3.98	0.000425444
4	0.000415483
4.04	0.000396383
4.08	0.000378322
4.12	0.000361234
4.16	0.000345059
4.2	0.00032974
4.24	0.000315226
4.28	0.000301468
4.32	0.000288421
4.36	0.000276042
4.4	0.000264292
4.44	0.000253133
4.48	0.000242533
4.52	0.000232458
4.56	0.000222879
4.6	0.000213767
4.64	0.000205097
4.68	0.000196843
4.72	0.000188983
4.76	0.000181494
4.8	0.000174358
4.84	0.000167554
4.88	0.000161064
4.92	0.000154873
4.96	0.000148963
5	0.000143322
5.04	0.000137933
5.08	0.000132785
5.12	0.000127864
5.16	0.00012316
5.2	0.000118662
5.24	0.000114358
5.28	0.000110239
5.32	0.000106296
5.36	0.000102521
5.4	9.89049e-05
5.44	9.54401e-05
5.48	9.21194e-05
5.52	8.89359e-05
5.56	8.58831e-05
5.6	8.29546e-05
5.64	8.01447e-05
5.68	7.74478e-05
5.72	7.48585e-05
5.76	7.23723e-05
5.8	6.99841e-05
5.84	6.76895e-05
5.88	6.54843e-05
5.92	6.33644e-05
5.96	6.13261e-05
6	5.93656e-05
6.04	5.74797e-05
6.08	5.56649e-05
6.12	5.39182e-05
6.16	5.22368e-05
6.2	5.06175e-05
6.24	4.9058e-05
6.28	4.75557e-05
6.32	4.61079e-05
6.36	4.47126e-05
6.4	4.33676e-05
6.44	4.20705e-05
6.48	4.08197e-05
6.52	3.96131e-05
6.56	3.84488e-05
6.6	3.73254e-05
6.64	3.62409e-05
6.68	3.5194e-05
6.72	3.41829e-05
6.76	3.32065e-05
6.8	3.22633e-05
6.84	3.13519e-05
6.88	3.04711e-05
6.92	2.96198e-05
6.96	2.87969e-05
7	2.80011e-05
