c	norm
0.05	0.00553307
0.06	0.00657908
0.13	0.0134213
0.14	0.0143369
0.15	0.0152384
0.16	0.0161261
0.17	0.0170001
0.18	0.0178607
0.19	0.018708
0.2	0.019542
0.21	0.000734944
0.22	0.000826951
0.23	0.000924388
0.24	0.00102708
0.25	0.00113481
0.26	0.00124736
0.27	0.00136446
0.28	0.00148582
0.29	0.00161113
0.3	0.00174005
0.31	0.00187223
0.32	0.00200729
0.33	0.00214481
0.34	0.0022844
0.35	0.00242562
0.36	0.00256801
0.37	0.00271113
0.38	0.00285449
0.39	0.00299762
0.4	0.00314004
0.41	0.033489
0.42	0.0339357
0.43	0.0343568
0.44	0.0347513
0.45	0.0284299
0.46	0.0283746
0.47	0.0282838
0.48	0.0281577
0.49	0.0279968
0.5	0.0278014
0.51	0.027572
0.52	0.0273093
0.53	0.0270139
0.54	0.0266866
0.55	0.0263284
0.56	0.02594
0.57	0.0255227
0.58	0.0250776
0.59	0.029943
0.6	0.0294792
0.61	0.0269618
0.62	0.026475
0.63	0.0259565
0.64	0.026128
0.65	0.0255542
0.66	0.0249497
0.67	0.0281213
0.68	0.0274439
0.69	0.0267307
0.7	0.0259832
0.71	0.0252032
0.72	0.0243929
0.73	0.0258677
0.74	0.0252944
0.75	0.0243878
0.76	0.0234519
0.77	0.0239506
0.78	0.0226172
0.79	0.0216043
0.8	0.0218126
0.81	0.0208577
0.82	0.0197683
0.83	0.0194415
0.84	0.0183224
0.85	0.0179236
0.86	0.0166215
0.87	0.0154967
0.88	0.0149103
0.89	0.0137924
0.9	0.0130117
0.91	0.0122116
0.92	0.0112016
0.93	0.0103177
0.94	0.00930221
0.95	0.00851165
0.96	0.00754115
0.97	0.00666922
0.98	0.00591334
0.99	0.00510904
1	0.00459171
1.01	0.00370952
1.02	0.00307358
1.03	0.00251242
1.04	0.0020405
1.05	0.00169195
1.06	0.00150987
1.07	0.00150129
1.08	0.00166272
1.09	0.00188187
1.1	0.00236967
1.11	0.00270051
1.12	0.00303613
1.13	0.00336777
1.14	0.00368369
1.15	0.00395694
1.16	0.00424311
1.17	0.00451654
1.18	0.00486009
1.19	0.00511912
1.2	0.00528573
1.21	0.00553143
1.22	0.00574875
1.23	0.00595625
1.24	0.0061544
1.25	0.0071011
1.26	0.00732994
1.27	0.00755095
1.28	0.0077645
1.29	0.00797092
1.3	0.00817053
1.31	0.00836363
1.32	0.00855052
1.33	0.00873147
1.34	0.00890676
1.35	0.00907662
1.36	0.0092413
1.37	0.00940102
1.38	0.00955599
1.39	0.00970641
1.4	0.00985247
1.41	0.00999435
1.42	0.0101322
1.43	0.0102662
1.44	0.0103965
1.45	0.0105232
1.46	0.0106465
1.47	0.0107665
1.48	0.0108833
1.49	0.010997
1.5	0.0111077
1.51	0.0112156
1.52	0.0113207
1.53	0.0114231
1.54	0.0115229
1.55	0.0116202
1.56	0.011715
1.57	0.0118075
1.58	0.0118977
1.59	0.0119856
1.6	0.0120714
1.61	0.0121551
1.62	0.0122368
1.63	0.0123165
1.64	0.0123943
1.65	0.0124702
1.66	0.0125443
1.67	0.0126166
1.68	0.0126872
1.69	0.0127562
1.7	0.0128235
1.71	0.0128892
1.72	0.0129535
1.73	0.0130162
1.74	0.0130774
1.75	0.0131373
1.76	0.0131957
1.77	0.0132528
1.78	0.0133086
1.79	0.0133631
1.8	0.0134164
1.81	0.0134685
1.82	0.0135193
1.83	0.0135691
1.84	0.0136177
1.85	0.0136652
1.86	0.0137116
1.87	0.0137571
1.88	0.0138015
1.89	0.0138449
1.9	0.0138873
1.91	0.0139288
1.92	0.0139694
1.93	0.0140091
1.94	0.0140479
1.95	0.0140859
1.96	0.0141231
1.97	0.0141594
1.98	0.014195
1.99	0.0142298
2	0.0142638
2.02	0.0143297
2.04	0.0143929
2.06	0.0144534
2.08	0.0145113
2.1	0.0145669
2.12	0.0146201
2.14	0.0146712
2.16	0.0147202
2.18	0.0147672
2.2	0.0148124
2.22	0.0148557
2.24	0.0148973
2.26	0.0149372
2.28	0.0149756
2.3	0.0150125
2.32	0.0150479
2.34	0.015082
2.36	0.0151147
2.38	0.0151462
2.4	0.0151765
2.42	0.0152056
2.44	0.0152336
2.46	0.0152605
2.48	0.0152864
2.5	0.0153114
2.52	0.0153354
2.54	0.0153584
2.56	0.0153806
2.58	0.015402
2.6	0.0154225
2.62	0.0154422
2.64	0.0154612
2.66	0.0154795
2.68	0.015497
2.7	0.0155139
2.72	0.0155301
2.74	0.0155456
2.76	0.0155605
2.78	0.0155748
2.8	0.0155886
2.82	0.0156017
2.84	0.0156143
2.86	0.0156264
2.88	0.0156379
2.9	0.0156489
2.92	0.0156594
2.94	0.0156695
2.96	0.015679
2.98	0.0156881
3	0.0156967
3.02	0.0157049
3.04	0.0157127
3.06	0.01572
3.08	0.0157269
3.1	0.0157334
3.12	0.0157395
3.14	0.0157453
3.16	0.0157506
3.18	0.0157556
3.2	0.0157602
3.22	0.0157644
3.24	0.0157683
3.26	0.0157718
3.28	0.015775
3.3	0.0157778
3.32	0.0157803
3.34	0.0157825
3.36	0.0157844
3.38	0.015786
3.4	0.0157872
3.42	0.0157882
3.44	0.0157888
3.46	0.0157892
3.48	0.0157892
3.5	0.015789
3.52	0.0157885
3.54	0.0157877
3.56	0.0157866
3.58	0.0157853
3.6	0.0157837
3.62	0.0157819
3.64	0.0157798
3.66	0.0157774
3.68	0.0157748
3.7	0.015772
3.72	0.0157689
3.74	0.0157655
3.76	0.015762
3.78	0.0157582
3.8	0.0157542
3.82	0.0157499
3.84	0.0157454
3.86	0.0157408
3.88	0.0157358
3.9	0.0157307
3.92	0.0157254
3.94	0.0157199
3.96	0.0157142
3.98	0.0157082
4	0.0157021
4.04	0.0156893
4.08	0.0156757
4.12	0.0156614
4.16	0.0156463
4.2	0.0156306
4.24	0.0156143
4.28	0.0155973
4.32	0.0155796
4.36	0.0155614
4.4	0.0155426
4.44	0.0155232
4.48	0.0155032
4.52	0.0154828
4.56	0.0154618
4.6	0.0154403
4.64	0.0154184
4.68	0.0153959
4.72	0.0153731
4.76	0.0153498
4.8	0.015326
4.84	0.0153019
4.88	0.0152774
4.92	0.0152525
4.96	0.0152273
5	0.0152017
5.04	0.0151757
5.08	0.0151495
5.12	0.0151229
5.16	0.015096
5.2	0.0150689
5.24	0.0150415
5.28	0.0150138
5.32	0.0149858
5.36	0.0149577
5.4	0.0149293
5.44	0.0149006
5.48	0.0148718
5.52	0.0148427
5.56	0.0148135
5.6	0.0147841
5.64	0.0147545
5.68	0.0147247
5.72	0.0146948
5.76	0.0146648
5.8	0.0146346
5.84	0.0146042
5.88	0.0145738
5.92	0.0145432
5.96	0.0145125
6	0.0144817
6.04	0.0144508
6.08	0.0144198
6.12	0.0143887
6.16	0.0143576
6.2	0.0143264
6.24	0.0142951
6.28	0.0142637
6.32	0.0142323
6.36	0.0142008
6.4	0.0141693
6.44	0.0141378
6.48	0.0141062
6.52	0.0140746
6.56	0.0140429
6.6	0.0140112
6.64	0.0139795
6.68	0.0139478
6.72	0.0139161
6.76	0.0138844
6.8	0.0138526
6.84	0.0138209
6.88	0.0137892
6.92	0.0137574
6.96	0.0137257
7	0.013694
