c	norm
0.05	2.54818e-09
0.06	2.56521e-10
0.13	1.79092e-09
0.14	2.39698e-09
0.15	1.24778e-09
0.16	3.68479e-09
0.17	4.93384e-09
0.18	1.48604e-09
0.19	4.03991e-09
0.2	9.8053e-10
0.21	7.07437e-10
0.22	4.22544e-10
0.23	8.89714e-10
0.24	8.90702e-10
0.25	6.37663e-11
0.26	4.30036e-10
0.27	9.05932e-10
0.28	4.42455e-10
0.29	2.5737e-10
0.3	9.04692e-10
0.31	1.35663e-10
0.32	9.23257e-10
0.33	3.26491e-09
0.34	6.06331e-10
0.35	5.28854e-10
0.36	4.18064e-10
0.37	1.42349e-09
0.38	2.90677e-09
0.39	1.41046e-09
0.4	1.18105e-09
0.41	5.73619e-09
0.42	1.99767e-09
0.43	7.59442e-09
0.44	6.56872e-09
0.45	3.0817e-09
0.46	1.46028e-09
0.47	2.88811e-09
0.48	3.88098e-09
0.49	5.62633e-09
0.5	4.88005e-10
0.51	4.694e-09
0.52	2.36848e-09
0.53	3.42468e-09
0.54	4.11791e-09
0.55	2.04736e-09
0.56	1.18987e-09
0.57	3.0857e-09
0.58	2.2151e-09
0.59	4.67342e-09
0.6	3.73524e-09
0.61	4.22437e-09
0.62	1.82462e-09
0.63	4.81399e-09
0.64	2.01755e-09
0.65	2.47775e-09
0.66	4.51657e-09
0.67	2.74342e-09
0.68	1.65977e-09
0.69	1.79917e-09
0.7	1.99906e-09
0.71	1.94473e-09
0.72	1.72535e-09
0.73	2.79157e-09
0.74	1.82271e-09
0.75	2.73455e-09
0.76	2.87463e-09
0.77	2.29626e-09
0.78	2.30249e-09
0.79	2.62596e-09
0.8	5.14809e-09
0.81	1.73845e-09
0.82	2.56392e-09
0.83	4.71223e-09
0.84	1.92431e-09
0.85	2.29824e-09
0.86	2.68675e-09
0.87	2.57378e-09
0.88	6.29029e-09
0.89	1.29208e-09
0.9	3.13378e-09
0.91	1.94596e-09
0.92	1.98947e-09
0.93	3.98798e-09
0.94	2.27113e-09
0.95	2.32884e-09
0.96	1.84908e-09
0.97	5.63716e-09
0.98	1.9552e-09
0.99	2.94716e-09
1	1.52105e-09
1.01	2.10298e-09
1.02	2.70851e-09
1.03	2.16422e-09
1.04	2.42122e-09
1.05	1.87074e-09
1.06	1.1399e-09
1.07	1.17191e-09
1.08	2.44615e-09
1.09	1.0291e-09
1.1	2.54605e-09
1.11	2.42316e-09
1.12	1.00332e-09
1.13	2.67802e-09
1.14	1.65917e-09
1.15	2.18109e-09
1.16	1.41917e-09
1.17	9.31373e-10
1.18	1.79645e-09
1.19	1.80664e-09
1.2	1.1413e-09
1.21	1.55738e-09
1.22	1.0306e-09
1.23	1.08495e-09
1.24	1.68909e-09
1.25	1.36354e-09
1.26	8.51592e-10
1.27	2.02413e-09
1.28	1.29164e-09
1.29	1.48581e-09
1.3	9.72111e-10
1.31	4.25465e-09
1.32	1.13922e-09
1.33	2.18376e-09
1.34	1.11909e-09
1.35	7.29945e-10
1.36	7.86498e-10
1.37	8.51529e-10
1.38	1.48343e-09
1.39	1.04844e-09
1.4	7.99851e-10
1.41	1.65148e-09
1.42	1.04882e-09
1.43	1.45547e-09
1.44	7.27811e-10
1.45	5.65505e-10
1.46	1.46825e-09
1.47	5.28861e-10
1.48	1.66043e-09
1.49	1.75916e-09
1.5	2.34038e-09
1.51	8.53722e-10
1.52	4.70396e-10
1.53	4.94695e-10
1.54	1.26734e-09
1.55	5.05971e-10
1.56	3.38193e-10
1.57	9.3604e-10
1.58	3.90998e-10
1.59	9.06142e-10
1.6	5.15836e-10
1.61	1.82645e-09
1.62	7.64852e-10
1.63	7.02785e-10
1.64	2.48329e-10
1.65	1.39397e-09
1.66	6.8589e-10
1.67	2.55738e-10
1.68	2.93333e-10
1.69	9.04766e-10
1.7	7.094e-10
1.71	8.19905e-10
1.72	2.7045e-10
1.73	2.3549e-10
1.74	2.85168e-10
1.75	4.45303e-10
1.76	4.07085e-10
1.77	3.06533e-10
1.78	8.74503e-10
1.79	6.11138e-10
1.8	3.0126e-10
1.81	1.2686e-10
1.82	3.16801e-10
1.83	3.46406e-10
1.84	2.58292e-10
1.85	6.7682e-10
1.86	3.58599e-10
1.87	2.73248e-10
1.88	5.4972e-10
1.89	4.11257e-10
1.9	3.34088e-10
1.91	1.76695e-10
1.92	3.54258e-10
1.93	2.39476e-10
1.94	1.89105e-10
1.95	3.36947e-10
1.96	2.29659e-10
1.97	2.32288e-10
1.98	6.57788e-10
1.99	4.86202e-10
2	2.64278e-10
2.02	1.40696e-10
2.04	1.07833e-10
2.06	2.28353e-10
2.08	1.45819e-10
2.1	1.5794e-10
2.12	1.60099e-10
2.14	1.53182e-10
2.16	3.95286e-10
2.18	2.27726e-10
2.2	3.73447e-10
2.22	9.70604e-11
2.24	7.12532e-11
2.26	7.13423e-11
2.28	9.59568e-11
2.3	2.07508e-10
2.32	1.84158e-10
2.34	3.11316e-10
2.36	3.53281e-11
2.38	9.48895e-11
2.4	1.66029e-10
2.42	5.23177e-11
2.44	9.80512e-11
2.46	2.49703e-11
2.48	1.17707e-10
2.5	3.85333e-11
2.52	6.25844e-11
2.54	4.27964e-11
2.56	1.08161e-10
2.58	7.18041e-11
2.6	5.65646e-11
2.62	1.41546e-11
2.64	1.21617e-10
2.66	4.12974e-11
2.68	2.85032e-11
2.7	6.47279e-11
2.72	2.55602e-11
2.74	2.71464e-11
2.76	1.07325e-10
2.78	4.21751e-11
2.8	3.6226e-11
2.82	3.79973e-11
2.84	1.38897e-10
2.86	2.53262e-10
2.88	8.49682e-11
2.9	3.62762e-11
2.92	7.47762e-11
2.94	3.50258e-11
2.96	6.35092e-11
