c	norm
0.14	0.00128701
0.15	0.00134528
0.16	0.00139995
0.17	0.00145115
0.18	0.00149896
0.19	0.00154357
0.2	0.00158508
0.21	7.68971e-05
0.22	8.58107e-05
0.23	9.51115e-05
0.24	0.00010477
0.25	0.000114745
0.26	0.000125003
0.27	0.000135493
0.28	0.000146185
0.29	0.000157024
0.3	0.000167974
0.31	0.000178985
0.32	0.000190014
0.33	0.000201019
0.34	0.00021195
0.35	0.000222767
0.36	0.000233431
0.37	0.000243896
0.38	0.000254116
0.39	0.000264067
0.4	0.000273692
0.41	0.00189543
0.42	0.00188892
0.43	0.00188079
0.44	0.0018712
0.45	0.00140408
0.46	0.0013694
0.47	0.00133343
0.48	0.00129629
0.49	0.00125816
0.5	0.00121913
0.51	0.00117938
0.52	0.00113901
0.53	0.00109819
0.54	0.00105704
0.55	0.0010157
0.56	0.000974336
0.57	0.00093305
0.58	0.000891996
0.59	0.00112273
0.6	0.00107735
0.61	0.000934473
0.62	0.00089365
0.63	0.000852921
0.64	0.000847942
0.65	0.00080679
0.66	0.000765879
0.67	0.000898756
0.68	0.000853161
0.69	0.000807649
0.7	0.000762289
0.71	0.000717291
0.72	0.000672822
0.73	0.000738525
0.74	0.000706716
0.75	0.000659807
0.76	0.000613433
0.77	0.00064152
0.78	0.000578548
0.79	0.000532796
0.8	0.000550793
0.81	0.000512051
0.82	0.000465973
0.83	0.000462107
0.84	0.00041699
0.85	0.000413078
0.86	0.000360888
0.87	0.000319676
0.88	0.000308888
0.89	0.000269962
0.9	0.000251325
0.91	0.000232496
0.92	0.000202771
0.93	0.000179992
0.94	0.000148968
0.95	0.00013174
0.96	0.000102862
0.97	7.97577e-05
0.98	6.20869e-05
0.99	4.02828e-05
1	2.45815e-05
1.01	3.62198e-06
1.02	1.41043e-05
1.03	3.0078e-05
1.04	4.9914e-05
1.05	6.49461e-05
1.06	7.90264e-05
1.07	9.01648e-05
1.08	0.000103838
1.09	0.000112131
1.1	0.000144112
1.11	0.000155414
1.12	0.00016645
1.13	0.000177079
1.14	0.000186084
1.15	0.000191662
1.16	0.000198682
1.17	0.000204979
1.18	0.000219441
1.19	0.000225271
1.2	0.000223074
1.21	0.000229439
1.22	0.00023285
1.23	0.000235798
1.24	0.000238261
1.25	0.000311478
1.26	0.000316597
1.27	0.000321227
1.28	0.000325398
1.29	0.000329163
1.3	0.000332548
