c	norm
0.05	0.000361652
0.06	0.000466443
0.13	0.00138875
0.14	0.00153779
0.15	0.00168893
0.16	0.00184151
0.17	0.00199486
0.18	0.00214834
0.19	0.00230136
0.2	0.00245332
0.21	0.000314399
0.22	0.000336572
0.23	0.000357443
0.24	0.000376757
0.25	0.000394279
0.26	0.000409797
0.27	0.000423122
0.28	0.000434097
0.29	0.000442589
0.3	0.000448499
0.31	0.000451756
0.32	0.000452326
0.33	0.000450203
0.34	0.00044542
0.35	0.000438041
0.36	0.000428168
0.37	0.000415936
0.38	0.000401525
0.39	0.00038515
0.4	0.000367072
0.41	0.00465174
0.42	0.00468815
0.43	0.00471774
0.44	0.00474053
0.45	0.00326127
0.46	0.00320293
0.47	0.00313905
0.48	0.00307
0.49	0.00299617
0.5	0.00291796
0.51	0.00283578
0.52	0.00275005
0.53	0.00266116
0.54	0.00256956
0.55	0.00247563
0.56	0.00237982
0.57	0.00228253
0.58	0.00218418
0.59	0.00280608
0.6	0.00269276
0.61	0.00218296
0.62	0.00208941
0.63	0.00199552
0.64	0.0019864
0.65	0.00189269
0.66	0.00179897
0.67	0.00220262
0.68	0.00209006
0.69	0.00197773
0.7	0.00186596
0.71	0.00175508
0.72	0.00164543
0.73	0.00185117
0.74	0.00177031
0.75	0.00165167
0.76	0.00153498
0.77	0.00163454
0.78	0.00145739
0.79	0.00134156
0.8	0.00140844
0.81	0.00132003
0.82	0.00120191
0.83	0.00120664
0.84	0.00109123
0.85	0.00109762
0.86	0.000957033
0.87	0.000854083
0.88	0.000838267
0.89	0.000741681
0.9	0.000700826
0.91	0.00066092
0.92	0.000589735
0.93	0.000535958
0.94	0.000459024
0.95	0.000420863
0.96	0.000348092
0.97	0.000290572
0.98	0.000250401
0.99	0.000194588
1	0.000176764
1.01	0.00010769
1.02	6.26667e-05
1.03	3.2046e-05
1.04	4.71934e-05
1.05	8.06996e-05
1.06	0.000119686
1.07	0.000159893
1.08	0.000198541
1.09	0.000237587
1.1	0.000271066
1.11	0.000308369
1.12	0.000344803
1.13	0.000379947
1.14	0.000414079
1.15	0.0004476
1.16	0.000479027
1.17	0.000508915
