c	norm
0.05	6.65162e-10
0.06	4.50421e-09
0.13	4.14025e-10
0.14	6.18117e-10
0.15	3.54456e-09
0.16	8.59673e-09
0.17	4.10095e-09
0.18	5.07013e-09
0.19	4.6943e-09
0.2	1.31769e-09
0.21	7.80009e-10
0.22	4.09441e-10
0.23	4.10332e-10
0.24	1.18386e-09
0.25	2.51078e-10
0.26	2.49822e-10
0.27	1.40105e-09
0.28	4.0205e-10
0.29	5.93157e-10
0.3	1.49284e-09
0.31	3.90882e-10
0.32	1.17768e-09
0.33	1.50903e-09
0.34	6.54564e-10
0.35	1.28449e-09
0.36	1.8891e-09
0.37	9.75298e-10
0.38	7.23883e-10
0.39	7.13159e-10
0.4	7.96859e-10
0.41	8.77125e-09
0.42	5.79616e-09
0.43	6.41555e-09
0.44	1.88643e-09
0.45	2.70407e-09
0.46	3.2583e-09
0.47	3.30777e-09
0.48	2.64593e-09
0.49	3.11845e-09
0.5	3.14306e-09
0.51	2.66307e-09
0.52	2.40335e-09
0.53	1.99972e-09
0.54	4.69415e-09
0.55	3.36685e-09
0.56	7.87542e-09
0.57	2.25938e-09
0.58	4.69062e-09
0.59	2.75127e-09
0.6	3.76638e-09
0.61	2.70257e-09
0.62	2.16351e-09
0.63	1.23537e-08
0.64	2.91432e-09
0.65	4.71315e-09
0.66	2.90569e-09
0.67	6.62168e-09
0.68	6.63932e-09
0.69	2.62122e-09
0.7	3.05397e-09
0.71	2.36108e-09
0.72	6.10084e-09
0.73	3.54339e-09
0.74	4.5529e-09
0.75	2.24362e-09
0.76	2.91203e-09
0.77	3.5124e-09
0.78	3.00306e-09
0.79	5.53279e-09
0.8	3.88409e-09
0.81	4.07589e-09
0.82	3.13954e-09
0.83	3.18439e-09
0.84	4.28329e-09
0.85	5.94054e-09
0.86	3.27242e-09
0.87	9.19205e-09
0.88	3.53099e-09
0.89	3.50361e-09
0.9	4.54256e-09
0.91	1.28118e-08
0.92	2.24446e-09
0.93	7.72292e-09
0.94	6.58027e-09
0.95	6.1956e-09
0.96	2.28531e-09
0.97	7.92617e-09
0.98	6.46154e-09
0.99	2.78993e-09
1	3.40968e-09
1.01	1.42903e-09
1.02	5.9004e-09
1.03	6.63316e-09
1.04	3.0048e-09
1.05	5.01897e-09
1.06	3.00794e-09
1.07	2.12078e-09
1.08	3.46987e-09
1.09	3.36528e-09
1.1	2.67499e-09
1.11	4.73694e-09
1.12	1.97458e-09
1.13	3.56519e-09
1.14	2.74142e-09
1.15	3.1203e-09
1.16	2.28211e-09
1.17	4.2557e-09
1.18	6.84293e-09
1.19	3.08255e-09
1.2	1.68e-09
1.21	3.58125e-09
1.22	2.23984e-09
1.23	1.283e-09
1.24	2.62658e-09
1.25	7.17274e-09
1.26	2.65451e-09
1.27	2.06019e-09
1.28	1.61144e-09
1.29	3.14062e-09
1.3	2.16955e-09
1.31	1.82211e-09
1.32	1.3091e-09
1.33	1.56677e-09
1.34	1.71374e-09
1.35	1.14461e-09
1.36	1.22797e-09
1.37	2.93823e-09
1.38	1.72967e-09
1.39	9.64124e-10
1.4	7.95965e-10
1.41	7.18784e-10
1.42	2.52068e-09
1.43	8.09896e-10
1.44	4.2848e-09
1.45	1.10733e-09
1.46	1.9948e-09
1.47	6.6509e-10
1.48	2.73925e-09
1.49	1.22856e-09
1.5	8.65485e-10
1.51	8.28783e-10
1.52	5.21226e-10
1.53	1.05629e-09
1.54	1.19104e-09
1.55	1.17721e-09
1.56	9.55149e-10
1.57	7.81367e-10
1.58	1.46521e-09
1.59	1.01633e-09
1.6	5.11752e-10
1.61	7.03172e-10
1.62	8.28672e-10
1.63	2.99645e-10
1.64	5.62053e-10
1.65	8.30822e-10
1.66	1.10923e-09
1.67	3.1082e-10
1.68	8.12445e-10
1.69	5.40555e-10
1.7	7.09654e-10
1.71	1.34034e-09
1.72	3.33103e-10
1.73	3.57438e-10
1.74	3.90227e-10
1.75	3.29374e-10
1.76	4.27607e-10
1.77	5.64735e-10
1.78	9.76721e-10
1.79	6.45596e-10
1.8	1.98389e-10
1.81	3.66778e-10
1.82	2.12838e-10
1.83	3.37389e-10
1.84	4.44755e-10
1.85	8.76556e-10
1.86	3.39141e-10
1.87	5.36045e-10
1.88	4.82441e-10
1.89	7.3503e-10
1.9	1.64769e-10
