c	norm
1.91	2.23993e-10
1.92	2.25979e-10
1.93	4.77426e-10
1.94	4.18449e-10
1.95	7.07843e-10
1.96	6.80782e-10
1.97	1.31423e-10
1.98	2.70889e-10
1.99	2.69185e-10
2	9.06701e-11
2.02	1.94491e-10
2.04	2.02528e-10
2.06	2.35812e-10
2.08	1.24577e-10
2.1	1.44282e-10
2.12	6.69291e-11
2.14	1.42736e-10
2.16	5.31239e-11
2.18	6.46917e-11
2.2	4.46832e-10
2.22	5.16668e-11
2.24	1.20609e-10
2.26	3.5012e-10
2.28	9.6457e-11
2.3	1.02686e-10
2.32	1.51842e-10
2.34	1.48222e-10
2.36	1.16332e-10
2.38	9.30382e-11
2.4	2.74632e-10
2.42	3.0599e-10
2.44	3.39026e-11
2.46	1.27153e-10
2.48	6.53827e-11
2.5	3.33796e-11
2.52	1.27347e-10
2.54	1.11952e-10
2.56	1.21343e-10
2.58	5.32639e-11
2.6	5.78231e-11
2.62	3.6836e-11
2.64	9.96924e-11
2.66	4.76018e-11
2.68	5.88555e-11
2.7	6.14657e-11
2.72	8.91643e-12
2.74	4.69606e-11
2.76	2.5885e-11
2.78	7.04366e-11
2.8	3.93079e-11
2.82	4.16505e-11
2.84	3.43247e-11
2.86	8.41566e-11
2.88	2.73522e-11
2.9	1.21905e-10
2.92	1.72528e-11
2.94	1.29303e-11
2.96	5.57874e-11
2.98	5.07559e-11
3	6.72487e-11
3.02	4.55105e-11
3.04	2.18297e-11
3.06	5.27936e-11
3.08	7.59656e-11
3.1	8.24227e-12
3.12	5.59638e-11
3.14	4.88262e-11
3.16	1.7245e-11
3.18	5.03415e-11
3.2	2.5013e-11
3.22	1.31977e-11
3.24	4.60029e-11
3.26	1.14675e-11
3.28	1.12395e-11
3.3	4.98439e-11
3.32	3.95456e-12
3.34	2.60237e-11
3.36	7.26051e-12
3.38	4.38407e-12
3.4	2.07244e-11
3.42	7.50385e-12
3.44	2.69046e-11
3.46	9.24202e-12
3.48	1.81227e-11
3.5	1.14284e-11
3.52	9.47773e-12
3.54	1.46726e-11
3.56	2.08673e-11
3.58	7.83075e-12
3.6	3.29955e-12
3.62	3.33331e-12
3.64	5.14595e-12
3.66	1.16624e-11
3.68	1.02965e-11
3.7	1.59751e-12
3.72	9.43633e-12
3.74	9.5748e-12
3.76	1.71757e-12
3.78	1.29296e-11
3.8	1.86397e-11
3.82	8.68981e-13
3.84	1.06566e-11
3.86	1.50333e-11
3.88	2.69519e-12
3.9	1.19585e-11
3.92	6.6737e-12
3.94	4.11404e-12
3.96	1.01909e-11
3.98	9.67366e-12
4	3.37594e-12
4.04	3.20459e-12
4.08	1.62294e-11
4.12	2.40772e-12
4.16	8.24776e-12
4.2	1.28223e-12
4.24	9.71418e-13
4.28	1.80835e-12
4.32	1.24159e-12
4.36	5.65642e-12
4.4	6.4492e-13
4.44	4.52821e-12
4.48	1.20676e-13
4.52	2.29648e-12
4.56	6.44853e-12
4.6	4.02384e-12
4.64	1.28467e-12
4.68	1.48844e-12
4.72	2.63996e-12
4.76	2.16074e-12
4.8	7.02104e-13
4.84	2.83107e-12
4.88	8.35749e-13
4.92	1.21224e-12
4.96	1.12916e-12
5	6.95487e-13
5.04	2.23335e-12
5.08	4.7794e-12
5.12	5.33035e-13
5.16	6.97656e-13
5.2	1.0443e-12
5.24	3.18093e-12
5.28	3.3559e-12
5.32	2.02272e-12
5.36	4.14044e-12
5.4	3.68248e-12
5.44	1.83164e-12
5.48	3.51385e-12
5.52	1.90068e-12
5.56	1.34654e-12
5.6	2.93829e-12
5.64	8.76673e-13
5.68	5.0734e-14
5.72	1.06504e-12
5.76	2.11575e-12
5.8	3.34114e-12
5.84	7.74308e-14
5.88	1.44975e-12
5.92	1.10567e-12
5.96	1.344e-12
6	1.12991e-13
6.04	5.43056e-13
6.08	4.0493e-13
6.12	1.33363e-12
6.16	1.09927e-12
6.2	1.45862e-13
6.24	2.86605e-13
6.28	6.59184e-13
6.32	2.79707e-13
6.36	5.45768e-13
6.4	8.87385e-13
6.44	7.08001e-13
6.48	6.94255e-13
6.52	1.78681e-13
6.56	7.19507e-13
6.6	8.73936e-13
6.64	5.60302e-13
6.68	1.60731e-13
6.72	2.35661e-13
6.76	2.783e-13
6.8	4.48404e-13
6.84	9.73995e-13
6.88	4.77474e-13
6.92	4.6511e-13
6.96	1.03191e-13
7	3.32386e-13
