c	norm
0.05	0.122412
0.06	0.140937
0.13	0.227078
0.14	0.234214
0.15	0.240296
0.16	0.245395
0.17	0.249577
0.18	0.252907
0.19	0.255448
0.2	0.257258
0.21	0.0137028
0.22	0.0151029
0.23	0.0165284
0.24	0.0179697
0.25	0.0194173
0.26	0.0208617
0.27	0.0222932
0.28	0.0237027
0.29	0.0250812
0.3	0.0264198
0.31	0.0277107
0.32	0.028946
0.33	0.0301189
0.34	0.031223
0.35	0.032253
0.36	0.033204
0.37	0.0340725
0.38	0.0348554
0.39	0.0355511
0.4	0.0361584
0.41	0.202674
0.42	0.198182
0.43	0.193664
0.44	0.18913
0.45	0.128592
0.46	0.122146
0.47	0.115801
0.48	0.109578
0.49	0.103493
0.5	0.0975628
0.51	0.0918028
0.52	0.0862272
0.53	0.0808495
0.54	0.0756818
0.55	0.0707354
0.56	0.0660203
0.57	0.0615459
0.58	0.0573204
0.59	0.0770085
0.6	0.0720228
0.61	0.0615522
0.62	0.0574704
0.63	0.0535613
0.64	0.0536511
0.65	0.0498514
0.66	0.0462316
0.67	0.0564558
0.68	0.0523496
0.69	0.0483925
0.7	0.0445962
0.71	0.040973
0.72	0.0375353
0.73	0.0426603
0.74	0.0405629
0.75	0.036957
0.76	0.0335223
0.77	0.0358937
0.78	0.0314526
0.79	0.0282671
0.8	0.0301486
0.81	0.027099
0.82	0.0240112
0.83	0.0241587
0.84	0.0211776
0.85	0.0214771
0.86	0.017999
0.87	0.0153924
0.88	0.0150447
0.89	0.0125671
0.9	0.0115859
0.91	0.010473
0.92	0.00851537
0.93	0.00704448
0.94	0.00502904
0.95	0.00380428
0.96	0.00198534
0.97	0.00107788
0.98	0.00203344
0.99	0.00354802
1	0.00616553
1.01	0.00722976
1.02	0.00874748
1.03	0.0102252
1.04	0.0133867
1.05	0.0149624
1.06	0.016444
1.07	0.0173524
1.08	0.0191125
1.09	0.0196187
1.1	0.0257328
1.11	0.0269426
1.12	0.0282864
1.13	0.0294332
1.14	0.030269
1.15	0.0303346
1.16	0.0308312
1.17	0.0312073
1.18	0.0336014
1.19	0.0339161
1.2	0.0325935
1.21	0.0330294
1.22	0.0329719
1.23	0.0328456
1.24	0.0326576
1.25	0.0459597
1.26	0.0460897
1.27	0.0461448
1.28	0.0461311
1.29	0.0460547
1.3	0.0459209
1.31	0.0457352
1.32	0.0455023
1.33	0.0452269
1.34	0.0449131
1.35	0.0445649
1.36	0.0441859
1.37	0.0437796
1.38	0.0433489
1.39	0.0428967
1.4	0.0424257
1.41	0.0419383
1.42	0.0414366
1.43	0.0409227
1.44	0.0403985
1.45	0.0398656
1.46	0.0393256
1.47	0.0387799
1.48	0.0382299
1.49	0.0376766
1.5	0.0371213
1.51	0.0365648
1.52	0.0360081
1.53	0.0354521
1.54	0.0348973
1.55	0.0343445
1.56	0.0337944
1.57	0.0332474
1.58	0.0327041
1.59	0.032165
1.6	0.0316303
1.61	0.0311005
1.62	0.0305758
1.63	0.0300567
1.64	0.0295432
1.65	0.0290357
1.66	0.0285344
1.67	0.0280393
1.68	0.0275507
1.69	0.0270686
1.7	0.0265932
1.71	0.0261245
1.72	0.0256626
1.73	0.0252076
1.74	0.0247595
1.75	0.0243183
1.76	0.023884
1.77	0.0234566
1.78	0.0230362
1.79	0.0226226
1.8	0.0222159
1.81	0.021816
1.82	0.0214229
1.83	0.0210366
1.84	0.0206569
1.85	0.0202839
1.86	0.0199175
1.87	0.0195575
1.88	0.0192039
1.89	0.0188568
1.9	0.0185158
1.91	0.0181811
1.92	0.0178525
1.93	0.01753
1.94	0.0172134
1.95	0.0169026
1.96	0.0165977
1.97	0.0162984
1.98	0.0160048
1.99	0.0157166
2	0.0154339
2.02	0.0148845
2.04	0.0143557
2.06	0.0138468
2.08	0.0133573
2.1	0.0128863
2.12	0.0124333
2.14	0.0119975
2.16	0.0115783
2.18	0.0111752
2.2	0.0107874
2.22	0.0104144
2.24	0.0100557
2.26	0.00971061
2.28	0.00937869
2.3	0.00905938
2.32	0.0087522
2.34	0.00845667
2.36	0.00817231
2.38	0.00789869
2.4	0.00763538
2.42	0.00738195
2.44	0.00713803
2.46	0.00690321
2.48	0.00667715
2.5	0.00645948
2.52	0.00624988
2.54	0.00604801
2.56	0.00585357
2.58	0.00566627
2.6	0.0054858
2.62	0.00531191
2.64	0.00514433
2.66	0.0049828
2.68	0.00482709
2.7	0.00467697
2.72	0.00453222
2.74	0.00439262
2.76	0.00425797
2.78	0.00412807
2.8	0.00400275
2.82	0.00388181
2.84	0.0037651
2.86	0.00365245
2.88	0.00354369
2.9	0.00343868
2.92	0.00333728
2.94	0.00323934
2.96	0.00314473
2.98	0.00305333
3	0.00296502
3.02	0.00287967
3.04	0.00279718
3.06	0.00271744
3.08	0.00264034
3.1	0.00256579
3.12	0.0024937
3.14	0.00242396
3.16	0.00235649
3.18	0.00229122
3.2	0.00222806
3.22	0.00216693
3.24	0.00210775
3.26	0.00205047
3.28	0.00199501
3.3	0.00194129
3.32	0.00188928
3.34	0.00183889
3.36	0.00179007
3.38	0.00174278
3.4	0.00169694
3.42	0.00165252
3.44	0.00160946
3.46	0.00156772
3.48	0.00152724
3.5	0.001488
3.52	0.00144993
3.54	0.00141301
3.56	0.00137719
3.58	0.00134244
3.6	0.00130872
3.62	0.001276
3.64	0.00124423
3.66	0.0012134
3.68	0.00118346
3.7	0.0011544
3.72	0.00112617
3.74	0.00109875
3.76	0.00107212
3.78	0.00104625
3.8	0.00102112
3.82	0.000996696
3.84	0.00097296
3.86	0.00094989
3.88	0.000927465
3.9	0.000905664
3.92	0.000884468
3.94	0.000863856
3.96	0.00084381
3.98	0.000824313
4	0.000805348
4.04	0.000768946
4.08	0.000734477
4.12	0.000701826
4.16	0.000670882
4.2	0.000641543
4.24	0.000613714
4.28	0.000587306
4.32	0.000562237
4.36	0.000538428
4.4	0.000515807
4.44	0.000494306
4.48	0.000473862
4.52	0.000454415
4.56	0.000435909
4.6	0.000418293
4.64	0.000401516
4.68	0.000385534
4.72	0.000370303
4.76	0.000355783
4.8	0.000341935
4.84	0.000328723
4.88	0.000316115
4.92	0.000304078
4.96	0.000292584
5	0.000281602
5.04	0.000271108
5.08	0.000261077
5.12	0.000251485
5.16	0.000242309
5.2	0.00023353
5.24	0.000225127
5.28	0.000217082
5.32	0.000209378
5.36	0.000201997
5.4	0.000194924
5.44	0.000188145
5.48	0.000181645
5.52	0.00017541
5.56	0.00016943
5.6	0.000163691
5.64	0.000158182
5.68	0.000152893
5.72	0.000147814
5.76	0.000142935
5.8	0.000138246
5.84	0.000133741
5.88	0.000129409
5.92	0.000125244
5.96	0.000121237
6	0.000117383
6.04	0.000113674
6.08	0.000110104
6.12	0.000106668
6.16	0.000103358
6.2	0.00010017
6.24	9.70996e-05
6.28	9.41405e-05
6.32	9.12884e-05
6.36	8.8539e-05
6.4	8.58879e-05
6.44	8.3331e-05
6.48	8.08646e-05
6.52	7.84849e-05
6.56	7.61884e-05
6.6	7.39717e-05
6.64	7.18316e-05
6.68	6.97651e-05
6.72	6.77693e-05
6.76	6.58413e-05
6.8	6.39784e-05
6.84	6.21783e-05
6.88	6.04383e-05
6.92	5.87562e-05
6.96	5.71298e-05
7	5.55569e-05
