t	norma	normb	norm
0.284	0.47138	0.370873	0.000919893
0.285	0.459031	0.361362	0.000919893
0.286	0.446776	0.351912	0.000919893
0.287	0.434615	0.342525	0.000919893
0.288	0.422546	0.3332	0.000919893
0.289	0.410571	0.323936	0.000919893
0.29	0.398688	0.314732	0.000919893
0.291	0.386895	0.30559	0.000919893
0.292	0.375194	0.296507	0.000919893
0.293	0.363582	0.287485	0.000919893
0.294	0.35206	0.278522	0.000919893
0.295	0.340626	0.269618	0.000919893
0.296	0.329281	0.260774	0.000919893
0.297	0.318022	0.251987	0.000919893
0.298	0.306851	0.243259	0.000919893
0.299	0.295766	0.23459	0.000919893
0.3	0.284767	0.225977	0.000919893
0.301	0.273853	0.217422	0.000919893
0.302	0.263024	0.208924	0.000919893
0.303	0.252278	0.200483	0.000919893
0.304	0.241616	0.192098	0.000919893
0.305	0.231036	0.183769	0.000919893
0.306	0.220539	0.175496	0.000919893
0.307	0.210123	0.167278	0.000919893
0.308	0.199789	0.159115	0.000919893
0.309	0.189535	0.151007	0.000919893
0.31	0.179361	0.142954	0.000919893
0.311	0.169266	0.134955	0.000919893
0.312	0.15925	0.12701	0.000919893
0.313	0.149313	0.119119	0.000919893
0.314	0.139454	0.111281	0.000919893
0.315	0.129672	0.103498	0.000919893
0.316	0.119966	0.0957684	0.000919893
0.317	0.110337	0.0880923	0.000919893
0.318	0.100784	0.0804698	0.000919893
0.319	0.0913063	0.0729007	0.000919893
0.32	0.0819029	0.0653848	0.000919893
0.321	0.072574	0.0579222	0.000919893
0.322	0.0633188	0.0505125	0.000919893
0.323	0.0541372	0.043156	0.000919893
0.324	0.0450302	0.0358522	0.000919893
0.325	0.0359983	0.0286011	0.000919893
0.326	0.0270421	0.0214027	0.000919893
0.327	0.0181622	0.014289	0.000919893
0.328	0.0093631	0.00729496	0.000919893
0.329	0.000930603	0.00108391	0.000919893
0.33	0.00812563	0.00710975	0.000919893
0.331	0.0167386	0.0140841	0.000919893
0.332	0.0252826	0.02101	0.000919893
0.333	0.033758	0.0278879	0.000919893
0.334	0.0421654	0.034718	0.000919893
0.335	0.050505	0.0415002	0.000919893
0.336	0.0587774	0.0482352	0.000919893
0.337	0.0669832	0.054923	0.000919893
0.338	0.0751224	0.0615639	0.000919893
0.339	0.0831957	0.068158	0.000919893
0.34	0.0912038	0.0747061	0.000919893
0.341	0.0991466	0.0812079	0.000919893
0.342	0.107025	0.0876637	0.000919893
0.343	0.114839	0.0940739	0.000919893
0.344	0.122589	0.100439	0.000919893
0.345	0.130276	0.106758	0.000919893
0.346	0.1379	0.113033	0.000919893
0.347	0.145461	0.119263	0.000919893
0.348	0.15296	0.125448	0.000919893
0.349	0.160398	0.13159	0.000919893
0.35	0.167774	0.137687	0.000919893
0.351	0.175089	0.14374	0.000919893
0.352	0.182343	0.14975	0.000919893
0.353	0.189537	0.155717	0.000919893
0.354	0.196672	0.16164	0.000919893
0.355	0.203747	0.167521	0.000919893
0.356	0.210763	0.173358	0.000919893
