t	norma	normb	norm
0.426	0.25614	0.322285	0.000300599
0.427	0.257902	0.324305	0.000300599
0.428	0.259649	0.326303	0.000300599
0.429	0.261381	0.32828	0.000300599
0.43	0.263098	0.330236	0.000300599
0.431	0.264799	0.332171	0.000300599
0.432	0.266486	0.334085	0.000300599
0.433	0.268157	0.335978	0.000300599
0.434	0.269814	0.337851	0.000300599
0.435	0.271455	0.339703	0.000300599
0.436	0.273082	0.341534	0.000300599
0.437	0.274695	0.343345	0.000300599
0.438	0.276292	0.345136	0.000300599
0.439	0.277876	0.346907	0.000300599
0.44	0.279444	0.348659	0.000300599
0.441	0.280998	0.35039	0.000300599
0.442	0.282538	0.352101	0.000300599
0.443	0.284063	0.353794	0.000300599
0.444	0.285575	0.355466	0.000300599
0.445	0.287072	0.357119	0.000300599
0.446	0.288555	0.358753	0.000300599
0.447	0.290023	0.360368	0.000300599
0.448	0.291478	0.361964	0.000300599
0.449	0.292919	0.363541	0.000300599
0.45	0.294346	0.3651	0.000300599
0.451	0.29576	0.366639	0.000300599
0.452	0.297159	0.368161	0.000300599
0.453	0.298545	0.369663	0.000300599
0.454	0.299918	0.371148	0.000300599
0.455	0.301276	0.372614	0.000300599
0.456	0.302622	0.374062	0.000300599
0.457	0.303953	0.375493	0.000300599
0.458	0.305272	0.376905	0.000300599
0.459	0.306577	0.3783	0.000300599
0.46	0.307869	0.379677	0.000300599
0.461	0.309148	0.381036	0.000300599
0.462	0.310413	0.382378	0.000300599
0.463	0.311666	0.383703	0.000300599
0.464	0.312905	0.38501	0.000300599
0.465	0.314132	0.3863	0.000300599
0.466	0.315346	0.387574	0.000300599
0.467	0.316546	0.38883	0.000300599
0.468	0.317734	0.39007	0.000300599
0.469	0.31891	0.391292	0.000300599
0.47	0.320072	0.392499	0.000300599
0.471	0.321223	0.393688	0.000300599
0.472	0.32236	0.394862	0.000300599
0.473	0.323485	0.396019	0.000300599
0.474	0.324598	0.397159	0.000300599
0.475	0.325698	0.398284	0.000300599
0.476	0.326786	0.399393	0.000300599
0.477	0.327861	0.400485	0.000300599
0.478	0.328925	0.401562	0.000300599
0.479	0.329976	0.402623	0.000300599
0.48	0.331015	0.403669	0.000300599
0.481	0.332042	0.404698	0.000300599
0.482	0.333057	0.405713	0.000300599
0.483	0.33406	0.406712	0.000300599
0.484	0.335052	0.407695	0.000300599
0.485	0.336031	0.408664	0.000300599
0.486	0.336999	0.409617	0.000300599
0.487	0.337955	0.410556	0.000300599
0.488	0.338899	0.411479	0.000300599
0.489	0.339831	0.412388	0.000300599
0.49	0.340752	0.413282	0.000300599
0.491	0.341662	0.414161	0.000300599
0.492	0.34256	0.415026	0.000300599
0.493	0.343446	0.415876	0.000300599
0.494	0.344321	0.416712	0.000300599
0.495	0.345185	0.417533	0.000300599
0.496	0.346038	0.418341	0.000300599
0.497	0.346879	0.419134	0.000300599
0.498	0.347709	0.419913	0.000300599
0.499	0.348528	0.420678	0.000300599
0.5	0.349336	0.421429	0.000300599
0.501	0.350133	0.422166	0.000300599
0.502	0.350919	0.42289	0.000300599
0.503	0.351694	0.4236	0.000300599
0.504	0.352459	0.424297	0.000300599
0.505	0.353212	0.424979	0.000300599
0.506	0.353954	0.425649	0.000300599
0.507	0.354686	0.426305	0.000300599
0.508	0.355407	0.426948	0.000300599
0.509	0.356118	0.427578	0.000300599
0.51	0.356818	0.428195	0.000300599
0.511	0.357507	0.428798	0.000300599
0.512	0.358186	0.429389	0.000300599
0.513	0.358854	0.429967	0.000300599
0.514	0.359512	0.430532	0.000300599
0.515	0.36016	0.431084	0.000300599
0.516	0.360797	0.431624	0.000300599
0.517	0.361424	0.432151	0.000300599
0.518	0.362041	0.432665	0.000300599
0.519	0.362647	0.433167	0.000300599
0.52	0.363244	0.433657	0.000300599
0.521	0.36383	0.434135	0.000300599
0.522	0.364406	0.4346	0.000300599
0.523	0.364973	0.435053	0.000300599
0.524	0.365529	0.435495	0.000300599
0.525	0.366075	0.435924	0.000300599
0.526	0.366612	0.436341	0.000300599
0.527	0.367139	0.436746	0.000300599
0.528	0.367656	0.43714	0.000300599
0.529	0.368163	0.437522	0.000300599
0.53	0.36866	0.437892	0.000300599
0.531	0.369148	0.438251	0.000300599
0.532	0.369626	0.438598	0.000300599
0.533	0.370095	0.438934	0.000300599
0.534	0.370554	0.439258	0.000300599
0.535	0.371003	0.439571	0.000300599
0.536	0.371444	0.439873	0.000300599
0.537	0.371874	0.440163	0.000300599
0.538	0.372296	0.440443	0.000300599
0.539	0.372708	0.440711	0.000300599
0.54	0.37311	0.440969	0.000300599
0.541	0.373504	0.441215	0.000300599
0.542	0.373888	0.441451	0.000300599
0.543	0.374263	0.441676	0.000300599
0.544	0.374629	0.44189	0.000300599
0.545	0.374986	0.442094	0.000300599
0.546	0.375334	0.442287	0.000300599
0.547	0.375673	0.442469	0.000300599
0.548	0.376003	0.442641	0.000300599
0.549	0.376324	0.442802	0.000300599
0.55	0.376636	0.442954	0.000300599
0.551	0.376939	0.443094	0.000300599
0.552	0.377234	0.443225	0.000300599
0.553	0.377519	0.443345	0.000300599
0.554	0.377796	0.443456	0.000300599
0.555	0.378064	0.443556	0.000300599
0.556	0.378324	0.443646	0.000300599
0.557	0.378575	0.443726	0.000300599
0.558	0.378817	0.443797	0.000300599
0.559	0.379051	0.443857	0.000300599
0.56	0.379276	0.443908	0.000300599
0.561	0.379493	0.443949	0.000300599
0.562	0.379702	0.443981	0.000300599
0.563	0.379902	0.444003	0.000300599
0.564	0.380093	0.444015	0.000300599
0.565	0.380276	0.444018	0.000300599
0.566	0.380451	0.444011	0.000300599
0.567	0.380618	0.443995	0.000300599
0.568	0.380777	0.44397	0.000300599
0.569	0.380927	0.443935	0.000300599
0.57	0.381069	0.443891	0.000300599
0.571	0.381203	0.443838	0.000300599
0.572	0.381329	0.443776	0.000300599
0.573	0.381447	0.443705	0.000300599
0.574	0.381557	0.443625	0.000300599
0.575	0.381659	0.443535	0.000300599
0.576	0.381753	0.443437	0.000300599
0.577	0.381839	0.443331	0.000300599
0.578	0.381918	0.443215	0.000300599
0.579	0.381988	0.44309	0.000300599
0.58	0.382051	0.442957	0.000300599
0.581	0.382106	0.442816	0.000300599
0.582	0.382153	0.442665	0.000300599
0.583	0.382192	0.442506	0.000300599
0.584	0.382224	0.442339	0.000300599
0.585	0.382248	0.442163	0.000300599
0.586	0.382265	0.441979	0.000300599
0.587	0.382274	0.441786	0.000300599
0.588	0.382275	0.441585	0.000300599
0.589	0.382269	0.441376	0.000300599
0.59	0.382255	0.441159	0.000300599
0.591	0.382234	0.440933	0.000300599
0.592	0.382206	0.440699	0.000300599
0.593	0.38217	0.440458	0.000300599
0.594	0.382127	0.440208	0.000300599
0.595	0.382077	0.43995	0.000300599
0.596	0.382019	0.439685	0.000300599
0.597	0.381954	0.439411	0.000300599
0.598	0.381882	0.43913	0.000300599
0.599	0.381803	0.438841	0.000300599
0.6	0.381716	0.438544	0.000300599
0.601	0.381622	0.43824	0.000300599
0.602	0.381522	0.437927	0.000300599
0.603	0.381414	0.437608	0.000300599
0.604	0.381299	0.43728	0.000300599
0.605	0.381177	0.436945	0.000300599
0.606	0.381049	0.436603	0.000300599
0.607	0.380913	0.436253	0.000300599
0.608	0.38077	0.435896	0.000300599
0.609	0.380621	0.435532	0.000300599
0.61	0.380464	0.43516	0.000300599
0.611	0.380301	0.434781	0.000300599
0.612	0.380131	0.434394	0.000300599
0.613	0.379954	0.434001	0.000300599
0.614	0.379771	0.4336	0.000300599
0.615	0.379581	0.433193	0.000300599
0.616	0.379384	0.432778	0.000300599
0.617	0.37918	0.432356	0.000300599
0.618	0.37897	0.431927	0.000300599
0.619	0.378753	0.431492	0.000300599
0.62	0.37853	0.431049	0.000300599
0.621	0.3783	0.4306	0.000300599
0.622	0.378064	0.430144	0.000300599
0.623	0.377821	0.429681	0.000300599
0.624	0.377572	0.429211	0.000300599
0.625	0.377316	0.428735	0.000300599
0.626	0.377054	0.428251	0.000300599
0.627	0.376786	0.427762	0.000300599
0.628	0.376511	0.427266	0.000300599
0.629	0.37623	0.426763	0.000300599
0.63	0.375942	0.426254	0.000300599
0.631	0.375649	0.425738	0.000300599
0.632	0.375349	0.425216	0.000300599
0.633	0.375043	0.424687	0.000300599
0.634	0.374731	0.424152	0.000300599
0.635	0.374412	0.423611	0.000300599
0.636	0.374088	0.423064	0.000300599
0.637	0.373757	0.42251	0.000300599
0.638	0.238899	0.269689	0.000300599
0.639	0.23733	0.267807	0.000300599
0.64	0.235767	0.265933	0.000300599
0.641	0.234211	0.264069	0.000300599
0.642	0.232662	0.262214	0.000300599
0.643	0.23112	0.260369	0.000300599
0.644	0.229585	0.258532	0.000300599
0.645	0.228057	0.256705	0.000300599
0.646	0.226535	0.254887	0.000300599
0.647	0.225019	0.253078	0.000300599
0.648	0.223511	0.251279	0.000300599
0.649	0.222009	0.249488	0.000300599
0.65	0.220514	0.247706	0.000300599
0.651	0.219025	0.245933	0.000300599
0.652	0.217543	0.24417	0.000300599
0.653	0.216068	0.242415	0.000300599
0.654	0.214599	0.240669	0.000300599
0.655	0.213136	0.238932	0.000300599
0.656	0.21168	0.237203	0.000300599
0.657	0.210231	0.235484	0.000300599
0.658	0.208788	0.233773	0.000300599
0.659	0.207352	0.232071	0.000300599
0.66	0.205922	0.230378	0.000300599
0.661	0.204498	0.228693	0.000300599
0.662	0.203081	0.227017	0.000300599
0.663	0.20167	0.225349	0.000300599
0.664	0.200266	0.22369	0.000300599
0.665	0.198868	0.22204	0.000300599
0.666	0.197476	0.220398	0.000300599
0.667	0.196091	0.218764	0.000300599
0.668	0.194712	0.217139	0.000300599
0.669	0.193339	0.215522	0.000300599
0.67	0.191973	0.213914	0.000300599
0.671	0.190613	0.212314	0.000300599
0.672	0.189259	0.210722	0.000300599
0.673	0.187911	0.209139	0.000300599
0.674	0.18657	0.207564	0.000300599
0.675	0.185234	0.205996	0.000300599
0.676	0.183905	0.204438	0.000300599
0.677	0.182582	0.202887	0.000300599
0.678	0.181265	0.201344	0.000300599
0.679	0.179954	0.19981	0.000300599
0.68	0.17865	0.198283	0.000300599
0.681	0.177351	0.196765	0.000300599
0.682	0.176058	0.195254	0.000300599
0.683	0.174772	0.193752	0.000300599
0.684	0.173491	0.192257	0.000300599
0.685	0.172217	0.19077	0.000300599
0.686	0.170948	0.189292	0.000300599
0.687	0.169686	0.187821	0.000300599
0.688	0.168429	0.186357	0.000300599
0.689	0.167179	0.184902	0.000300599
0.69	0.165934	0.183454	0.000300599
0.691	0.164695	0.182014	0.000300599
0.692	0.163463	0.180582	0.000300599
