t	norma	normb	norm
0.699	0.36142	0.424988	0.0530631
0.7	0.358974	0.421506	0.0530631
0.701	0.356535	0.41804	0.0530631
0.702	0.354114	0.414597	0.0530631
0.703	0.351705	0.411169	0.0530631
0.704	0.34931	0.407763	0.0530631
0.705	0.346928	0.404382	0.0530631
0.706	0.344555	0.401026	0.0530631
0.707	0.342191	0.397694	0.0530631
0.708	0.339842	0.394385	0.0530631
0.709	0.337498	0.391092	0.0530631
0.71	0.335163	0.387817	0.0530631
0.711	0.332843	0.384559	0.0530631
0.712	0.330536	0.381331	0.0530631
0.713	0.32824	0.378128	0.0530631
0.714	0.325953	0.374939	0.0530631
0.715	0.323672	0.37176	0.0530631
0.716	0.321402	0.368602	0.0530631
0.717	0.319149	0.365469	0.0530631
0.718	0.316913	0.362354	0.0530631
0.719	0.314683	0.359263	0.0530631
0.72	0.312461	0.356203	0.0530631
0.721	0.31025	0.353167	0.0530631
0.722	0.308055	0.350152	0.0530631
0.723	0.305867	0.347157	0.0530631
0.724	0.303684	0.34418	0.0530631
0.725	0.301521	0.341222	0.0530631
0.726	0.299374	0.338284	0.0530631
0.727	0.297239	0.335366	0.0530631
0.728	0.29512	0.332467	0.0530631
0.729	0.293003	0.329585	0.0530631
0.73	0.2909	0.326722	0.0530631
0.731	0.288808	0.323883	0.0530631
0.732	0.286726	0.321057	0.0530631
0.733	0.284652	0.31825	0.0530631
0.734	0.28259	0.315461	0.0530631
0.735	0.280539	0.3127	0.0530631
0.736	0.278494	0.309958	0.0530631
0.737	0.276462	0.307233	0.0530631
0.738	0.274439	0.304526	0.0530631
0.739	0.27243	0.301839	0.0530631
0.74	0.270434	0.299177	0.0530631
0.741	0.268448	0.296533	0.0530631
0.742	0.266472	0.293904	0.0530631
0.743	0.264502	0.291293	0.0530631
0.744	0.262534	0.288698	0.0530631
0.745	0.260582	0.286119	0.0530631
0.746	0.258647	0.283554	0.0530631
0.747	0.256728	0.281007	0.0530631
0.748	0.254812	0.278484	0.0530631
0.749	0.252907	0.27598	0.0530631
0.75	0.251012	0.273494	0.0530631
0.751	0.249119	0.271026	0.0530631
0.752	0.247231	0.268576	0.0530631
0.753	0.245358	0.266141	0.0530631
0.754	0.2435	0.263724	0.0530631
0.755	0.241659	0.261326	0.0530631
0.756	0.23983	0.258949	0.0530631
0.757	0.238016	0.256589	0.0530631
0.758	0.236218	0.254247	0.0530631
0.759	0.234427	0.251922	0.0530631
0.76	0.232646	0.249616	0.0530631
0.761	0.23087	0.247328	0.0530631
0.762	0.229095	0.245054	0.0530631
0.763	0.22733	0.242792	0.0530631
0.764	0.22558	0.240554	0.0530631
0.765	0.223846	0.238334	0.0530631
0.766	0.222122	0.236134	0.0530631
0.767	0.220406	0.233952	0.0530631
0.768	0.218699	0.231776	0.0530631
0.769	0.217004	0.229615	0.0530631
0.77	0.215321	0.227472	0.0530631
0.771	0.213639	0.225347	0.0530631
0.772	0.211968	0.223237	0.0530631
0.773	0.210308	0.22115	0.0530631
0.774	0.208657	0.219076	0.0530631
0.775	0.207013	0.21702	0.0530631
0.776	0.205379	0.214978	0.0530631
0.777	0.203759	0.212951	0.0530631
0.778	0.202157	0.21094	0.0530631
0.779	0.200563	0.208939	0.0530631
0.78	0.198981	0.206953	0.0530631
0.781	0.197407	0.204981	0.0530631
0.782	0.195839	0.203038	0.0530631
0.783	0.194286	0.20112	0.0530631
0.784	0.192738	0.199212	0.0530631
0.785	0.191202	0.19731	0.0530631
0.786	0.189669	0.195428	0.0530631
0.787	0.188141	0.193566	0.0530631
0.788	0.186623	0.191715	0.0530631
0.789	0.185124	0.189877	0.0530631
0.79	0.183635	0.188046	0.0530631
0.791	0.18215	0.18623	0.0530631
0.792	0.180684	0.184441	0.0530631
0.793	0.179228	0.182668	0.0530631
0.794	0.177778	0.180913	0.0530631
0.795	0.176333	0.179165	0.0530631
0.796	0.174904	0.177431	0.0530631
0.797	0.173486	0.175713	0.0530631
0.798	0.172076	0.174014	0.0530631
0.799	0.17067	0.172326	0.0530631
0.8	0.169271	0.170657	0.0530631
0.801	0.167885	0.168997	0.0530631
0.802	0.166512	0.167349	0.0530631
0.803	0.165149	0.165719	0.0530631
0.804	0.163797	0.164102	0.0530631
0.805	0.16245	0.162496	0.0530631
0.806	0.161115	0.160911	0.0530631
0.807	0.159788	0.159339	0.0530631
0.808	0.158475	0.15778	0.0530631
0.809	0.157165	0.156234	0.0530631
0.81	0.155861	0.154702	0.0530631
0.811	0.154562	0.153184	0.0530631
0.812	0.153281	0.151679	0.0530631
0.813	0.15201	0.150191	0.0530631
0.814	0.15074	0.148716	0.0530631
0.815	0.149478	0.14726	0.0530631
0.816	0.148232	0.145823	0.0530631
0.817	0.146999	0.144393	0.0530631
0.818	0.145777	0.142974	0.0530631
0.819	0.144564	0.141566	0.0530631
0.82	0.143362	0.14017	0.0530631
0.821	0.142176	0.138791	0.0530631
0.822	0.140998	0.137422	0.0530631
0.823	0.139824	0.136068	0.0530631
0.824	0.138657	0.134726	0.0530631
0.825	0.137496	0.133389	0.0530631
0.826	0.136336	0.132065	0.0530631
0.827	0.135179	0.130755	0.0530631
0.828	0.134033	0.129462	0.0530631
0.829	0.132899	0.128194	0.0530631
0.83	0.131777	0.126933	0.0530631
0.831	0.130665	0.125687	0.0530631
0.832	0.129563	0.124459	0.0530631
0.833	0.128465	0.123244	0.0530631
0.834	0.127378	0.122042	0.0530631
0.835	0.126302	0.120844	0.0530631
0.836	0.125231	0.119653	0.0530631
0.837	0.124183	0.118475	0.0530631
0.838	0.123149	0.117304	0.0530631
0.839	0.122126	0.116147	0.0530631
0.84	0.121107	0.115003	0.0530631
0.841	0.120091	0.113873	0.0530631
0.842	0.119083	0.112751	0.0530631
0.843	0.118081	0.111642	0.0530631
0.844	0.11708	0.110545	0.0530631
0.845	0.116085	0.109461	0.0530631
0.846	0.115102	0.108394	0.0530631
0.847	0.114127	0.10734	0.0530631
0.848	0.113162	0.106303	0.0530631
0.849	0.11221	0.105287	0.0530631
0.85	0.111269	0.104276	0.0530631
0.851	0.110337	0.103273	0.0530631
0.852	0.109419	0.102282	0.0530631
0.853	0.108507	0.101298	0.0530631
0.854	0.1076	0.100321	0.0530631
0.855	0.106702	0.0993598	0.0530631
0.856	0.105808	0.0984121	0.0530631
0.857	0.10492	0.0974678	0.0530631
0.858	0.104041	0.0965341	0.0530631
0.859	0.103178	0.0956139	0.0530631
0.86	0.102328	0.0947088	0.0530631
0.861	0.10148	0.0938151	0.0530631
0.862	0.100639	0.0929307	0.0530631
0.863	0.0997983	0.0920553	0.0530631
0.864	0.0989718	0.091196	0.0530631
0.865	0.0981593	0.0903446	0.0530631
0.866	0.0973555	0.089508	0.0530631
0.867	0.0965593	0.0886821	0.0530631
0.868	0.0957704	0.0878647	0.0530631
0.869	0.0949892	0.0870536	0.0530631
0.87	0.094211	0.0862574	0.0530631
0.871	0.09344	0.0854741	0.0530631
0.872	0.0926777	0.0847025	0.0530631
0.873	0.0919246	0.0839363	0.0530631
0.874	0.0911903	0.0831784	0.0530631
0.875	0.0904647	0.0824323	0.0530631
0.876	0.089741	0.0817009	0.0530631
0.877	0.0890254	0.0809805	0.0530631
0.878	0.0883169	0.0802769	0.0530631
0.879	0.0876102	0.0795857	0.0530631
0.88	0.086914	0.0788957	0.0530631
0.881	0.0862291	0.078213	0.0530631
0.882	0.0855487	0.0775409	0.0530631
0.883	0.0848888	0.0768773	0.0530631
0.884	0.0842431	0.0762229	0.0530631
0.885	0.0835959	0.0755802	0.0530631
0.886	0.0829557	0.0749494	0.0530631
0.887	0.0823143	0.0743235	0.0530631
0.888	0.0816774	0.0737124	0.0530631
0.889	0.0810495	0.0731135	0.0530631
0.89	0.0804339	0.072526	0.0530631
0.891	0.0798311	0.0719483	0.0530631
0.892	0.0792429	0.0713742	0.0530631
0.893	0.078665	0.0708098	0.0530631
0.894	0.0780943	0.0702599	0.0530631
0.895	0.0775279	0.0697154	0.0530631
0.896	0.0769706	0.0691768	0.0530631
0.897	0.0764146	0.0686496	0.0530631
0.898	0.0758657	0.0681333	0.0530631
0.899	0.0753284	0.0676277	0.0530631
0.9	0.0747998	0.0671383	0.0530631
0.901	0.0742796	0.0666539	0.0530631
0.902	0.0737709	0.066179	0.0530631
0.903	0.0732783	0.0657101	0.0530631
0.904	0.0728004	0.0652487	0.0530631
0.905	0.0723344	0.0647992	0.0530631
0.906	0.0718696	0.0643608	0.0530631
0.907	0.0714111	0.0639342	0.0530631
0.908	0.0709554	0.0635173	0.0530631
0.909	0.0705075	0.0631089	0.0530631
0.91	0.0700628	0.0627097	0.0530631
0.911	0.0696233	0.0623218	0.0530631
0.912	0.0691974	0.0619385	0.0530631
0.913	0.0687838	0.061574	0.0530631
0.914	0.0683771	0.0612248	0.0530631
0.915	0.0679791	0.0608862	0.0530631
0.916	0.067584	0.0605574	0.0530631
0.917	0.0671942	0.0602411	0.0530631
0.918	0.066812	0.0599255	0.0530631
0.919	0.0664395	0.0596209	0.0530631
0.92	0.0660683	0.0593198	0.0530631
0.921	0.0657001	0.0590202	0.0530631
0.922	0.0653495	0.0587272	0.0530631
0.923	0.0650029	0.05845	0.0530631
0.924	0.06466	0.0581875	0.0530631
0.925	0.0643216	0.057936	0.0530631
0.926	0.0639889	0.057684	0.0530631
0.927	0.0636612	0.0574345	0.0530631
0.928	0.0633372	0.0571906	0.0530631
0.929	0.0630152	0.056955	0.0530631
0.93	0.0627018	0.0567326	0.0530631
0.931	0.0623963	0.0565134	0.0530631
0.932	0.0620918	0.0562939	0.0530631
0.933	0.0617875	0.0560782	0.0530631
0.934	0.0614962	0.0558756	0.0530631
0.935	0.0612134	0.0556772	0.0530631
0.936	0.0609379	0.0554841	0.0530631
0.937	0.0606599	0.0552916	0.0530631
0.938	0.0603912	0.055107	0.0530631
0.939	0.0601261	0.0549273	0.0530631
0.94	0.0598666	0.0547619	0.0530631
0.941	0.0596151	0.0545972	0.0530631
0.942	0.0593675	0.0544451	0.0530631
0.943	0.0591258	0.0542952	0.0530631
0.944	0.0588882	0.0541471	0.0530631
0.945	0.0586561	0.0540005	0.0530631
0.946	0.0584256	0.0538571	0.0530631
0.947	0.0582022	0.0537158	0.0530631
0.948	0.0579826	0.0535774	0.0530631
0.949	0.0577653	0.0534433	0.0530631
0.95	0.0575541	0.0533143	0.0530631
0.951	0.0573465	0.0531892	0.0530631
0.952	0.057141	0.0530704	0.0530631
0.953	0.0569394	0.0529628	0.0530631
0.954	0.0567474	0.0528597	0.0530631
0.955	0.0565586	0.0527596	0.0530631
0.956	0.0563735	0.0526628	0.0530631
0.957	0.056196	0.0525698	0.0530631
0.958	0.0560233	0.0524802	0.0530631
0.959	0.0558534	0.0523953	0.0530631
0.96	0.0556848	0.0523147	0.0530631
0.961	0.0555186	0.0522388	0.0530631
0.962	0.0553553	0.052167	0.0530631
0.963	0.0551986	0.052101	0.0530631
0.964	0.0550475	0.0520387	0.0530631
0.965	0.0549067	0.0519826	0.0530631
0.966	0.0547735	0.0519301	0.0530631
0.967	0.0546454	0.0518842	0.0530631
0.968	0.0545224	0.0518425	0.0530631
0.969	0.0544029	0.051807	0.0530631
0.97	0.0542868	0.0517748	0.0530631
0.971	0.054175	0.051748	0.0530631
0.972	0.0540689	0.0517301	0.0530631
0.973	0.0539673	0.0517167	0.0530631
0.974	0.0538706	0.0517091	0.0530631
0.975	0.0537824	0.0517082	0.0530631
0.976	0.0537014	0.051715	0.0530631
0.977	0.0536254	0.0517291	0.0530631
0.978	0.0535589	0.05175	0.0530631
0.979	0.0535025	0.0517846	0.0530631
0.98	0.0534624	0.0518325	0.0530631
0.981	0.0534315	0.051887	0.0530631
0.982	0.0534062	0.0519458	0.0530631
0.983	0.0533853	0.0520084	0.0530631
0.984	0.0533663	0.0520732	0.0530631
0.985	0.0533511	0.052143	0.0530631
0.986	0.0533384	0.0522127	0.0530631
0.987	0.0533243	0.0522827	0.0530631
0.988	0.0533087	0.0523509	0.0530631
0.989	0.0532928	0.0524191	0.0530631
0.99	0.0532781	0.0524855	0.0530631
0.991	0.0532631	0.0525489	0.0530631
0.992	0.053246	0.05261	0.0530631
0.993	0.0532275	0.0526697	0.0530631
0.994	0.0532054	0.0527285	0.0530631
0.995	0.0531797	0.0527843	0.0530631
0.996	0.0531541	0.0528385	0.0530631
0.997	0.0531246	0.0528874	0.0530631
0.998	0.053094	0.0529361	0.0530631
0.999	0.0530631	0.0529842	0.0530631
1	nan	nan	0.0530631
